Year,REF_AREA,SEX,GeoCode,Value
2015,KG02,,KG02,0.2
2016,KG02,,KG02,1.3
2017,KG02,,KG02,1.0
2018,KG02,,KG02,0.8
2019,KG02,,KG02,0.6
2020,KG02,,KG02,1.0
2007,KG02,F,KG02,1.4
2008,KG02,F,KG02,3.2
2009,KG02,F,KG02,0.9
2010,KG02,F,KG02,0.9
2011,KG02,F,KG02,1.3
2012,KG02,F,KG02,0.4
2013,KG02,F,KG02,0.9
2014,KG02,F,KG02,0.4
2016,KG02,F,KG02,1.3
2017,KG02,F,KG02,0.4
2019,KG02,F,KG02,0.4
2020,KG02,F,KG02,0.8
2007,KG02,M,KG02,4.2
2008,KG02,M,KG02,4.2
2009,KG02,M,KG02,4.1
2010,KG02,M,KG02,1.8
2011,KG02,M,KG02,2.3
2012,KG02,M,KG02,0.9
2013,KG02,M,KG02,2.2
2014,KG02,M,KG02,4.4
2015,KG02,M,KG02,0.4
2016,KG02,M,KG02,1.3
2017,KG02,M,KG02,1.7
2018,KG02,M,KG02,1.7
2019,KG02,M,KG02,0.8
2020,KG02,M,KG02,1.2
2007,KG04,,KG04,1.2
2010,KG04,,KG04,0.4
2013,KG04,,KG04,0.4
2018,KG04,,KG04,1.1
2007,KG04,F,KG04,0.8
2018,KG04,F,KG04,0.7
2007,KG04,M,KG04,1.5
2010,KG04,M,KG04,0.8
2013,KG04,M,KG04,0.7
2018,KG04,M,KG04,1.4
2008,KG06,,KG06,0.2
2009,KG06,,KG06,0.3
2011,KG06,,KG06,0.1
2012,KG06,,KG06,0.3
2015,KG06,,KG06,0.3
2016,KG06,,KG06,0.2
2017,KG06,,KG06,0.2
2018,KG06,,KG06,0.2
2019,KG06,,KG06,0.4
2020,KG06,,KG06,0.4
2008,KG06,F,KG06,0.2
2012,KG06,F,KG06,0.3
2015,KG06,F,KG06,0.2
2017,KG06,F,KG06,0.3
2019,KG06,F,KG06,0.3
2020,KG06,F,KG06,0.4
2008,KG06,M,KG06,0.2
2009,KG06,M,KG06,0.5
2011,KG06,M,KG06,0.2
2012,KG06,M,KG06,0.3
2015,KG06,M,KG06,0.5
2016,KG06,M,KG06,0.5
2018,KG06,M,KG06,0.3
2019,KG06,M,KG06,0.6
2020,KG06,M,KG06,0.3
2008,KG07,,KG07,0.9
2009,KG07,,KG07,0.4
2013,KG07,,KG07,0.4
2014,KG07,,KG07,0.4
2015,KG07,,KG07,0.4
2016,KG07,,KG07,0.4
2019,KG07,,KG07,0.4
2008,KG07,M,KG07,1.8
2009,KG07,M,KG07,0.9
2013,KG07,M,KG07,0.8
2014,KG07,M,KG07,0.8
2015,KG07,M,KG07,0.8
2016,KG07,M,KG07,0.8
2019,KG07,M,KG07,0.7
2007,KG08,,KG08,4.2
2008,KG08,,KG08,6.1
2009,KG08,,KG08,3.0
2010,KG08,,KG08,3.2
2011,KG08,,KG08,2.3
2012,KG08,,KG08,3.1
2013,KG08,,KG08,2.2
2014,KG08,,KG08,1.9
2015,KG08,,KG08,2.0
2016,KG08,,KG08,2.2
2017,KG08,,KG08,2.2
2018,KG08,,KG08,2.6
2019,KG08,,KG08,2.0
2020,KG08,,KG08,1.7
2007,KG08,F,KG08,2.5
2008,KG08,F,KG08,4.4
2009,KG08,F,KG08,2.4
2010,KG08,F,KG08,2.2
2011,KG08,F,KG08,0.5
2012,KG08,F,KG08,1.7
2013,KG08,F,KG08,0.7
2014,KG08,F,KG08,0.7
2015,KG08,F,KG08,1.6
2016,KG08,F,KG08,0.4
2017,KG08,F,KG08,1.3
2018,KG08,F,KG08,1.7
2019,KG08,F,KG08,0.8
2020,KG08,F,KG08,1.2
2007,KG08,M,KG08,5.9
2008,KG08,M,KG08,7.9
2009,KG08,M,KG08,3.5
2010,KG08,M,KG08,4.3
2011,KG08,M,KG08,4.2
2012,KG08,M,KG08,4.6
2013,KG08,M,KG08,3.8
2014,KG08,M,KG08,3.1
2015,KG08,M,KG08,2.5
2016,KG08,M,KG08,4.1
2017,KG08,M,KG08,3.1
2018,KG08,M,KG08,3.5
2019,KG08,M,KG08,3.2
2020,KG08,M,KG08,2.1
2007,KG11,,KG11,3.2
2008,KG11,,KG11,3.4
2009,KG11,,KG11,1.8
2010,KG11,,KG11,0.9
2011,KG11,,KG11,2.3
2012,KG11,,KG11,2.6
2013,KG11,,KG11,1.9
2014,KG11,,KG11,1.9
2015,KG11,,KG11,1.1
2016,KG11,,KG11,1.5
2017,KG11,,KG11,0.9
2018,KG11,,KG11,1.3
2019,KG11,,KG11,0.4
2020,KG11,,KG11,0.6
2007,KG11,F,KG11,2.3
2008,KG11,F,KG11,2.7
2009,KG11,F,KG11,1.1
2010,KG11,F,KG11,0.4
2011,KG11,F,KG11,1.1
2012,KG11,F,KG11,1.5
2013,KG11,F,KG11,1.4
2014,KG11,F,KG11,1.2
2015,KG11,F,KG11,0.4
2016,KG11,F,KG11,1.5
2017,KG11,F,KG11,0.4
2018,KG11,F,KG11,0.7
2019,KG11,F,KG11,0.2
2007,KG11,M,KG11,4.2
2008,KG11,M,KG11,4.2
2009,KG11,M,KG11,2.6
2010,KG11,M,KG11,1.5
2011,KG11,M,KG11,3.7
2012,KG11,M,KG11,3.9
2013,KG11,M,KG11,2.4
2014,KG11,M,KG11,2.8
2015,KG11,M,KG11,1.8
2016,KG11,M,KG11,1.5
2017,KG11,M,KG11,1.5
2018,KG11,M,KG11,1.9
2019,KG11,M,KG11,0.6
2020,KG11,M,KG11,1.2
2007,KG21,,KG21,0.4
2011,KG21,,KG21,0.4
2012,KG21,,KG21,1.2
2015,KG21,,KG21,0.4
2019,KG21,,KG21,1.0
2020,KG21,,KG21,0.6
2007,KG21,F,KG21,0.7
2012,KG21,F,KG21,1.5
2020,KG21,F,KG21,1.2
2011,KG21,M,KG21,0.8
2012,KG21,M,KG21,0.8
2015,KG21,M,KG21,0.8
2019,KG21,M,KG21,2.0
