Year,Территория,Пол,GeoCode,Value
2012,Джалал-Абадская область,Женщины,KG03,75.789204
2013,Джалал-Абадская область,Женщины,KG03,74.3
2014,Джалал-Абадская область,Женщины,KG03,81.8
2015,Джалал-Абадская область,Женщины,KG03,66.2
2016,Джалал-Абадская область,Женщины,KG03,79.5
2017,Джалал-Абадская область,Женщины,KG03,72.8
2018,Джалал-Абадская область,Женщины,KG03,64.089585
2019,Джалал-Абадская область,Женщины,KG03,67.445158
2020,Джалал-Абадская область,Женщины,KG03,42.132308
2021,Джалал-Абадская область,Женщины,KG03,47.67992
2007,Джалал-Абадская область,Мужчины,KG03,108.757553
2008,Джалал-Абадская область,Мужчины,KG03,105.621764
2009,Джалал-Абадская область,Мужчины,KG03,103.75711
2010,Джалал-Абадская область,Мужчины,KG03,97.6
2011,Джалал-Абадская область,Мужчины,KG03,92.090531
2012,Джалал-Абадская область,Мужчины,KG03,97.991089
2013,Джалал-Абадская область,Мужчины,KG03,87.5
2014,Джалал-Абадская область,Мужчины,KG03,88.8
2015,Джалал-Абадская область,Мужчины,KG03,86.7
2016,Джалал-Абадская область,Мужчины,KG03,90.3
2017,Джалал-Абадская область,Мужчины,KG03,87.5
2018,Джалал-Абадская область,Мужчины,KG03,82.492292
2019,Джалал-Абадская область,Мужчины,KG03,70.478672
2020,Джалал-Абадская область,Мужчины,KG03,56.225754
2021,Джалал-Абадская область,Мужчины,KG03,61.861275
2007,Иссык-Кульская область,,KG02,74.818397
2008,Иссык-Кульская область,,KG02,65.710142
2009,Иссык-Кульская область,,KG02,68.260473
2010,Иссык-Кульская область,,KG02,67.280621
2011,Иссык-Кульская область,,KG02,68.345501
2012,Иссык-Кульская область,,KG02,70.114091
2013,Иссык-Кульская область,,KG02,69.963198
2014,Иссык-Кульская область,,KG02,63.962325
2015,Иссык-Кульская область,,KG02,58.459621
2016,Иссык-Кульская область,,KG02,60.411219
2017,Иссык-Кульская область,,KG02,48.6
2018,Иссык-Кульская область,,KG02,48.933537
2019,Иссык-Кульская область,,KG02,50.313751
2020,Иссык-Кульская область,,KG02,28.457427
2021,Иссык-Кульская область,,KG02,36.712395
2007,Иссык-Кульская область,Женщины,KG02,57.509562
2008,Иссык-Кульская область,Женщины,KG02,56.84919
2009,Иссык-Кульская область,Женщины,KG02,57.58451
2010,Иссык-Кульская область,Женщины,KG02,55.0
2011,Иссык-Кульская область,Женщины,KG02,53.747679
2012,Иссык-Кульская область,Женщины,KG02,57.222843
2013,Иссык-Кульская область,Женщины,KG02,57.9
2014,Иссык-Кульская область,Женщины,KG02,51.3
2015,Иссык-Кульская область,Женщины,KG02,48.5
2016,Иссык-Кульская область,Женщины,KG02,53.8
2017,Иссык-Кульская область,Женщины,KG02,34.8
2018,Иссык-Кульская область,Женщины,KG02,34.802404
2019,Иссык-Кульская область,Женщины,KG02,37.584717
2020,Иссык-Кульская область,Женщины,KG02,20.524708
2021,Иссык-Кульская область,Женщины,KG02,26.872053
2007,Иссык-Кульская область,Мужчины,KG02,92.654432
2008,Иссык-Кульская область,Мужчины,KG02,74.822647
2009,Иссык-Кульская область,Мужчины,KG02,79.185677
2010,Иссык-Кульская область,Мужчины,KG02,79.8
2011,Иссык-Кульская область,Мужчины,KG02,83.206714
2012,Иссык-Кульская область,Мужчины,KG02,83.217008
2013,Иссык-Кульская область,Мужчины,KG02,82.2
2014,Иссык-Кульская область,Мужчины,KG02,76.8
2015,Иссык-Кульская область,Мужчины,KG02,68.5
2016,Иссык-Кульская область,Мужчины,KG02,67.1
2017,Иссык-Кульская область,Мужчины,KG02,62.4
2018,Иссык-Кульская область,Мужчины,KG02,63.187108
2019,Иссык-Кульская область,Мужчины,KG02,63.145201
2020,Иссык-Кульская область,Мужчины,KG02,36.325895
2021,Иссык-Кульская область,Мужчины,KG02,46.638444
2007,Нарынская область,,KG04,89.134835
2008,Нарынская область,,KG04,101.241128
2009,Нарынская область,,KG04,97.171948
2010,Нарынская область,,KG04,103.928178
2011,Нарынская область,,KG04,95.240986
2012,Нарынская область,,KG04,105.056599
2013,Нарынская область,,KG04,90.465191
2014,Нарынская область,,KG04,98.190078
2015,Нарынская область,,KG04,84.752208
2016,Нарынская область,,KG04,77.322632
2017,Нарынская область,,KG04,59.5
2018,Нарынская область,,KG04,67.959771
2019,Нарынская область,,KG04,55.837828
2020,Нарынская область,,KG04,37.816152
2021,Нарынская область,,KG04,51.155082
2007,Нарынская область,Женщины,KG04,73.136894
2008,Нарынская область,Женщины,KG04,93.896008
2009,Нарынская область,Женщины,KG04,87.733728
2010,Нарынская область,Женщины,KG04,85.5
2011,Нарынская область,Женщины,KG04,86.159148
2012,Нарынская область,Женщины,KG04,83.765487
2013,Нарынская область,Женщины,KG04,76.0
2014,Нарынская область,Женщины,KG04,87.0
2015,Нарынская область,Женщины,KG04,75.0
2016,Нарынская область,Женщины,KG04,63.3
2017,Нарынская область,Женщины,KG04,49.0
2018,Нарынская область,Женщины,KG04,47.075606
2019,Нарынская область,Женщины,KG04,48.742238
2020,Нарынская область,Женщины,KG04,29.03228
2021,Нарынская область,Женщины,KG04,43.08338
2007,Нарынская область,Мужчины,KG04,104.664525
2008,Нарынская область,Мужчины,KG04,108.341574
2009,Нарынская область,Мужчины,KG04,106.394379
2010,Нарынская область,Мужчины,KG04,121.9
2011,Нарынская область,Мужчины,KG04,104.080869
2012,Нарынская область,Мужчины,KG04,125.735925
2013,Нарынская область,Мужчины,KG04,104.4
2014,Нарынская область,Мужчины,KG04,109.0
2015,Нарынская область,Мужчины,KG04,94.2
2016,Нарынская область,Мужчины,KG04,91.0
2017,Нарынская область,Мужчины,KG04,69.6
2018,Нарынская область,Мужчины,KG04,88.116038
2019,Нарынская область,Мужчины,KG04,62.681401
2020,Нарынская область,Мужчины,KG04,46.928626
2021,Нарынская область,Мужчины,KG04,58.934228
2007,Ошская область,,KG06,102.866708
2008,Ошская область,,KG06,97.93957
2009,Ошская область,,KG06,99.503115
2010,Ошская область,,KG06,90.272855
2011,Ошская область,,KG06,86.981785
2012,Ошская область,,KG06,89.531841
2013,Ошская область,,KG06,97.423584
2014,Ошская область,,KG06,90.681619
2015,Ошская область,,KG06,91.237869
2016,Ошская область,,KG06,83.857442
2017,Ошская область,,KG06,84.4
2018,Ошская область,,KG06,75.003106
2019,Ошская область,,KG06,75.86951
2020,Ошская область,,KG06,51.382322
2021,Ошская область,,KG06,54.519798
2007,Ошская область,Женщины,KG06,85.479058
2008,Ошская область,Женщины,KG06,79.853854
2009,Ошская область,Женщины,KG06,84.498903
2010,Ошская область,Женщины,KG06,83.3
2011,Ошская область,Женщины,KG06,78.306875
2012,Ошская область,Женщины,KG06,79.852654
2013,Ошская область,Женщины,KG06,89.2
2014,Ошская область,Женщины,KG06,82.7
2015,Ошская область,Женщины,KG06,83.8
2016,Ошская область,Женщины,KG06,78.4
2017,Ошская область,Женщины,KG06,73.3
2018,Ошская область,Женщины,KG06,68.791282
2019,Ошская область,Женщины,KG06,70.149044
2020,Ошская область,Женщины,KG06,45.862881
2021,Ошская область,Женщины,KG06,52.474444
2007,Ошская область,Мужчины,KG06,120.175935
2008,Ошская область,Мужчины,KG06,115.965366
2009,Ошская область,Мужчины,KG06,114.268343
2010,Ошская область,Мужчины,KG06,97.1
2011,Ошская область,Мужчины,KG06,95.537626
2012,Ошская область,Мужчины,KG06,99.072585
2013,Ошская область,Мужчины,KG06,105.5
2014,Ошская область,Мужчины,KG06,98.5
2015,Ошская область,Мужчины,KG06,98.5
2016,Ошская область,Мужчины,KG06,89.2
2017,Ошская область,Мужчины,KG06,95.3
2018,Ошская область,Мужчины,KG06,81.086922
2019,Ошская область,Мужчины,KG06,81.465087
2020,Ошская область,Мужчины,KG06,57.028089
2021,Ошская область,Мужчины,KG06,56.519551
2007,Таласская область,,KG07,109.772016
2008,Таласская область,,KG07,98.863075
2009,Таласская область,,KG07,98.836801
2010,Таласская область,,KG07,105.89956
2011,Таласская область,,KG07,107.889182
2012,Таласская область,,KG07,96.876369
2013,Таласская область,,KG07,106.455247
2014,Таласская область,,KG07,101.925994
2015,Таласская область,,KG07,95.886509
2016,Таласская область,,KG07,83.723318
2017,Таласская область,,KG07,73.9
2018,Таласская область,,KG07,59.722977
2019,Таласская область,,KG07,56.142519
2020,Таласская область,,KG07,44.951835
2021,Таласская область,,KG07,46.970409
2007,Таласская область,Женщины,KG07,86.911498
2008,Таласская область,Женщины,KG07,90.931636
2009,Таласская область,Женщины,KG07,76.560919
2010,Таласская область,Женщины,KG07,87.0
2011,Таласская область,Женщины,KG07,90.313258
2012,Таласская область,Женщины,KG07,85.593946
2013,Таласская область,Женщины,KG07,89.3
2014,Таласская область,Женщины,KG07,89.6
2015,Таласская область,Женщины,KG07,81.0
2016,Таласская область,Женщины,KG07,67.0
2017,Таласская область,Женщины,KG07,66.0
2018,Таласская область,Женщины,KG07,46.443942
2019,Таласская область,Женщины,KG07,44.202937
2020,Таласская область,Женщины,KG07,38.216467
2021,Таласская область,Женщины,KG07,27.43769
2007,Таласская область,Мужчины,KG07,132.527127
2008,Таласская область,Мужчины,KG07,106.730401
2009,Таласская область,Мужчины,KG07,121.037767
2010,Таласская область,Мужчины,KG07,124.6
2011,Таласская область,Мужчины,KG07,125.307942
2012,Таласская область,Мужчины,KG07,108.024821
2013,Таласская область,Мужчины,KG07,123.4
2014,Таласская область,Мужчины,KG07,114.1
2015,Таласская область,Мужчины,KG07,110.5
2016,Таласская область,Мужчины,KG07,100.1
2017,Таласская область,Мужчины,KG07,81.6
2018,Таласская область,Мужчины,KG07,72.717357
2019,Таласская область,Мужчины,KG07,67.817831
2020,Таласская область,Мужчины,KG07,51.836827
2021,Таласская область,Мужчины,KG07,66.104416
2007,Чуйская область,,KG08,158.506191
2008,Чуйская область,,KG08,166.836568
2009,Чуйская область,,KG08,155.181689
2010,Чуйская область,,KG08,154.517607
2011,Чуйская область,,KG08,158.539192
2012,Чуйская область,,KG08,156.780391
2013,Чуйская область,,KG08,144.320612
2014,Чуйская область,,KG08,129.231041
2015,Чуйская область,,KG08,141.654663
2016,Чуйская область,,KG08,135.218207
2017,Чуйская область,,KG08,136.2
2018,Чуйская область,,KG08,124.217601
2019,Чуйская область,,KG08,119.199292
2020,Чуйская область,,KG08,82.176148
2021,Чуйская область,,KG08,88.246666
2007,Чуйская область,Женщины,KG08,125.927217
2008,Чуйская область,Женщины,KG08,125.534299
2009,Чуйская область,Женщины,KG08,117.922225
2010,Чуйская область,Женщины,KG08,125.0
2011,Чуйская область,Женщины,KG08,112.218882
2012,Чуйская область,Женщины,KG08,111.421405
2013,Чуйская область,Женщины,KG08,108.3
2014,Чуйская область,Женщины,KG08,108.3
2015,Чуйская область,Женщины,KG08,118.6
2016,Чуйская область,Женщины,KG08,111.0
2017,Чуйская область,Женщины,KG08,108.3
2018,Чуйская область,Женщины,KG08,99.197956
2019,Чуйская область,Женщины,KG08,93.086319
2020,Чуйская область,Женщины,KG08,66.965035
2021,Чуйская область,Женщины,KG08,71.914699
2007,Чуйская область,Мужчины,KG08,191.988363
2008,Чуйская область,Мужчины,KG08,209.227296
2009,Чуйская область,Мужчины,KG08,193.791585
2010,Чуйская область,Мужчины,KG08,185.1
2011,Чуйская область,Мужчины,KG08,206.421677
2012,Чуйская область,Мужчины,KG08,203.602691
2013,Чуйская область,Мужчины,KG08,181.5
2014,Чуйская область,Мужчины,KG08,150.8
2015,Чуйская область,Мужчины,KG08,165.4
2016,Чуйская область,Мужчины,KG08,160.2
2017,Чуйская область,Мужчины,KG08,165.0
2018,Чуйская область,Мужчины,KG08,150.009376
2019,Чуйская область,Мужчины,KG08,146.103584
2020,Чуйская область,Мужчины,KG08,96.931981
2021,Чуйская область,Мужчины,KG08,105.100592
2007,г. Бишкек,,KG11,174.387607
2008,г. Бишкек,,KG11,123.075571
2009,г. Бишкек,,KG11,114.473037
2010,г. Бишкек,,KG11,113.112758
2011,г. Бишкек,,KG11,114.984154
2012,г. Бишкек,,KG11,123.691851
2013,г. Бишкек,,KG11,126.393198
2014,г. Бишкек,,KG11,133.511493
2015,г. Бишкек,,KG11,132.924152
2016,г. Бишкек,,KG11,114.6052
2017,г. Бишкек,,KG11,113.1
2018,г. Бишкек,,KG11,102.592405
2019,г. Бишкек,,KG11,95.33145
2020,г. Бишкек,,KG11,56.391242
2021,г. Бишкек,,KG11,63.98094
2007,г. Бишкек,Женщины,KG11,121.389891
2008,г. Бишкек,Женщины,KG11,101.464217
2009,г. Бишкек,Женщины,KG11,90.39282
2010,г. Бишкек,Женщины,KG11,91.9
2011,г. Бишкек,Женщины,KG11,90.229385
2012,г. Бишкек,Женщины,KG11,97.405136
2013,г. Бишкек,Женщины,KG11,110.2
2014,г. Бишкек,Женщины,KG11,108.1
2015,г. Бишкек,Женщины,KG11,103.1
2016,г. Бишкек,Женщины,KG11,92.2
2017,г. Бишкек,Женщины,KG11,91.3
2018,г. Бишкек,Женщины,KG11,75.045722
2019,г. Бишкек,Женщины,KG11,69.840615
2020,г. Бишкек,Женщины,KG11,50.844031
2021,г. Бишкек,Женщины,KG11,55.546587
2007,г. Бишкек,Мужчины,KG11,232.398826
2008,г. Бишкек,Мужчины,KG11,146.699891
2009,г. Бишкек,Мужчины,KG11,142.327909
2010,г. Бишкек,Мужчины,KG11,137.6
2011,г. Бишкек,Мужчины,KG11,143.529739
2012,г. Бишкек,Мужчины,KG11,153.949048
2013,г. Бишкек,Мужчины,KG11,145.0
2014,г. Бишкек,Мужчины,KG11,162.1
2015,г. Бишкек,Мужчины,KG11,167.0
2016,г. Бишкек,Мужчины,KG11,140.2
2017,г. Бишкек,Мужчины,KG11,137.8
2018,г. Бишкек,Мужчины,KG11,133.887972
2019,г. Бишкек,Мужчины,KG11,124.207562
2020,г. Бишкек,Мужчины,KG11,61.300999
2021,г. Бишкек,Мужчины,KG11,73.505198
2007,г. Ош,,KG21,103.296686
2008,г. Ош,,KG21,99.531522
2009,г. Ош,,KG21,99.784188
2010,г. Ош,,KG21,85.444525
2011,г. Ош,,KG21,88.724902
2012,г. Ош,,KG21,98.392408
2013,г. Ош,,KG21,83.705251
2014,г. Ош,,KG21,103.082002
2015,г. Ош,,KG21,89.736358
2016,г. Ош,,KG21,92.52618
2017,г. Ош,,KG21,89.7
2018,г. Ош,,KG21,84.314452
2019,г. Ош,,KG21,79.086776
2020,г. Ош,,KG21,54.829571
2021,г. Ош,,KG21,43.916364
2007,г. Ош,Женщины,KG21,83.113365
2008,г. Ош,Женщины,KG21,63.749059
2009,г. Ош,Женщины,KG21,82.603422
2010,г. Ош,Женщины,KG21,68.0
2011,г. Ош,Женщины,KG21,75.035079
2012,г. Ош,Женщины,KG21,78.139535
2013,г. Ош,Женщины,KG21,64.4
2014,г. Ош,Женщины,KG21,92.2
2015,г. Ош,Женщины,KG21,78.5
2016,г. Ош,Женщины,KG21,77.6
2017,г. Ош,Женщины,KG21,75.3
2018,г. Ош,Женщины,KG21,83.024189
2019,г. Ош,Женщины,KG21,76.750352
2020,г. Ош,Женщины,KG21,58.407045
2021,г. Ош,Женщины,KG21,40.980199
2007,г. Ош,Мужчины,KG21,125.184647
2008,г. Ош,Мужчины,KG21,138.35178
2009,г. Ош,Мужчины,KG21,118.375597
2010,г. Ош,Мужчины,KG21,104.4
2011,г. Ош,Мужчины,KG21,103.609189
2012,г. Ош,Мужчины,KG21,120.379721
2013,г. Ош,Мужчины,KG21,104.5
2014,г. Ош,Мужчины,KG21,114.8
2015,г. Ош,Мужчины,KG21,101.8
2016,г. Ош,Мужчины,KG21,108.5
2017,г. Ош,Мужчины,KG21,105.2
2018,г. Ош,Мужчины,KG21,85.689803
2019,г. Ош,Мужчины,KG21,81.569918
2020,г. Ош,Мужчины,KG21,51.452933
2021,г. Ош,Мужчины,KG21,47.015459
