Year,Reference area,Sex,GeoCode,Value
2016,Issyk-Kul,,KG02,17.8
2017,Issyk-Kul,,KG02,15.2
2018,Issyk-Kul,,KG02,14.3
2019,Issyk-Kul,,KG02,18.3
2020,Issyk-Kul,,KG02,14.3
2021,Issyk-Kul,,KG02,26.64
2010,Issyk-Kul,Male,KG02,26.2
2011,Issyk-Kul,Male,KG02,29.68
2012,Issyk-Kul,Male,KG02,25.2
2013,Issyk-Kul,Male,KG02,21.37
2014,Issyk-Kul,Male,KG02,20.6
2015,Issyk-Kul,Male,KG02,20.7
2016,Issyk-Kul,Male,KG02,12.8
2017,Issyk-Kul,Male,KG02,18.1
2018,Issyk-Kul,Male,KG02,16.3
2019,Issyk-Kul,Male,KG02,20.8
2020,Issyk-Kul,Male,KG02,14.8
2021,Issyk-Kul,Male,KG02,29.03
2010,Issyk-Kul,Female,KG02,18.3
2011,Issyk-Kul,Female,KG02,19.8
2012,Issyk-Kul,Female,KG02,22.8
2013,Issyk-Kul,Female,KG02,17.49
2014,Issyk-Kul,Female,KG02,13.1
2015,Issyk-Kul,Female,KG02,16.7
2016,Issyk-Kul,Female,KG02,16.8
2017,Issyk-Kul,Female,KG02,12.0
2018,Issyk-Kul,Female,KG02,12.3
2019,Issyk-Kul,Female,KG02,15.6
2020,Issyk-Kul,Female,KG02,13.8
2021,Issyk-Kul,Female,KG02,24.15
2007,Naryn,,KG04,33.9
2008,Naryn,,KG04,30.1
2009,Naryn,,KG04,28.0
2010,Naryn,,KG04,25.0
2011,Naryn,,KG04,20.06
2012,Naryn,,KG04,21.7
2013,Naryn,,KG04,20.2
2014,Naryn,,KG04,22.6
2015,Naryn,,KG04,16.8
2016,Naryn,,KG04,17.9
2017,Naryn,,KG04,18.2
2018,Naryn,,KG04,15.1
2019,Naryn,,KG04,12.5
2020,Naryn,,KG04,14.2
2021,Naryn,,KG04,13.87
2010,Naryn,Male,KG04,27.3
2011,Naryn,Male,KG04,24.82
2012,Naryn,Male,KG04,24.3
2013,Naryn,Male,KG04,23.06
2014,Naryn,Male,KG04,22.2
2015,Naryn,Male,KG04,21.2
2016,Naryn,Male,KG04,20.2
2017,Naryn,Male,KG04,19.8
2018,Naryn,Male,KG04,16.6
2019,Naryn,Male,KG04,13.2
2020,Naryn,Male,KG04,15.3
2021,Naryn,Male,KG04,13.87
2010,Naryn,Female,KG04,22.3
2011,Naryn,Female,KG04,15.04
2012,Naryn,Female,KG04,18.9
2013,Naryn,Female,KG04,17.19
2014,Naryn,Female,KG04,23.0
2015,Naryn,Female,KG04,12.1
2016,Naryn,Female,KG04,15.5
2017,Naryn,Female,KG04,16.5
2018,Naryn,Female,KG04,13.5
2019,Naryn,Female,KG04,11.9
2020,Naryn,Female,KG04,13.0
2021,Naryn,Female,KG04,11.73
2007,Osh,,KG06,34.7
2008,Osh,,KG06,29.9
2009,Osh,,KG06,26.1
2010,Osh,,KG06,24.1
2011,Osh,,KG06,21.14
2012,Osh,,KG06,19.0
2013,Osh,,KG06,17.17
2014,Osh,,KG06,15.0
2015,Osh,,KG06,14.3
2016,Osh,,KG06,12.2
2017,Osh,,KG06,11.7
2018,Osh,,KG06,11.0
2019,Osh,,KG06,10.6
2020,Osh,,KG06,10.0
2021,Osh,,KG06,11.98
2010,Osh,Male,KG06,28.2
2011,Osh,Male,KG06,24.44
2012,Osh,Male,KG06,20.4
2013,Osh,Male,KG06,18.36
2014,Osh,Male,KG06,16.5
2015,Osh,Male,KG06,15.2
2016,Osh,Male,KG06,13.2
2017,Osh,Male,KG06,12.7
2018,Osh,Male,KG06,12.7
2019,Osh,Male,KG06,12.5
2020,Osh,Male,KG06,11.1
2021,Osh,Male,KG06,12.72
2010,Osh,Female,KG06,20.0
2011,Osh,Female,KG06,17.63
2012,Osh,Female,KG06,17.5
2013,Osh,Female,KG06,15.92
2014,Osh,Female,KG06,13.4
2015,Osh,Female,KG06,13.3
2016,Osh,Female,KG06,11.2
2017,Osh,Female,KG06,10.8
2018,Osh,Female,KG06,9.2
2019,Osh,Female,KG06,8.5
2020,Osh,Female,KG06,8.8
2021,Osh,Female,KG06,11.2
2007,Talas,,KG07,43.8
2008,Talas,,KG07,38.3
2009,Talas,,KG07,39.0
2010,Talas,,KG07,29.5
2011,Talas,,KG07,27.69
2012,Talas,,KG07,22.9
2013,Talas,,KG07,26.52
2014,Talas,,KG07,24.1
2015,Talas,,KG07,17.8
2016,Talas,,KG07,19.7
2017,Talas,,KG07,17.1
2018,Talas,,KG07,22.8
2019,Talas,,KG07,20.6
2020,Talas,,KG07,25.1
2021,Talas,,KG07,24.53
2010,Talas,Male,KG07,32.0
2011,Talas,Male,KG07,29.6
2012,Talas,Male,KG07,26.8
2013,Talas,Male,KG07,32.1
2014,Talas,Male,KG07,27.8
2015,Talas,Male,KG07,23.3
2016,Talas,Male,KG07,20.0
2017,Talas,Male,KG07,17.5
2018,Talas,Male,KG07,27.5
2019,Talas,Male,KG07,21.6
2020,Talas,Male,KG07,27.2
2021,Talas,Male,KG07,31.24
2010,Talas,Female,KG07,27.0
2011,Talas,Female,KG07,25.56
2012,Talas,Female,KG07,18.9
2013,Talas,Female,KG07,20.73
2014,Talas,Female,KG07,20.1
2015,Talas,Female,KG07,11.8
2016,Talas,Female,KG07,19.3
2017,Talas,Female,KG07,16.7
2018,Talas,Female,KG07,17.9
2019,Talas,Female,KG07,19.6
2020,Talas,Female,KG07,22.9
2021,Talas,Female,KG07,17.85
2007,Chui,,KG08,31.6
2008,Chui,,KG08,27.4
2009,Chui,,KG08,25.1
2010,Chui,,KG08,24.2
2011,Chui,,KG08,22.6
2012,Chui,,KG08,20.8
2013,Chui,,KG08,21.22
2014,Chui,,KG08,18.6
2015,Chui,,KG08,17.1
2016,Chui,,KG08,16.5
2017,Chui,,KG08,12.9
2018,Chui,,KG08,12.7
2019,Chui,,KG08,13.1
2020,Chui,,KG08,11.8
2021,Chui,,KG08,13.54
2010,Chui,Male,KG08,26.7
2011,Chui,Male,KG08,23.06
2012,Chui,Male,KG08,23.2
2013,Chui,Male,KG08,23.07
2014,Chui,Male,KG08,19.4
2015,Chui,Male,KG08,19.7
2016,Chui,Male,KG08,16.7
2017,Chui,Male,KG08,13.2
2018,Chui,Male,KG08,13.7
2019,Chui,Male,KG08,14.2
2020,Chui,Male,KG08,13.5
2021,Chui,Male,KG08,13.56
2010,Chui,Female,KG08,21.6
2011,Chui,Female,KG08,22.13
2012,Chui,Female,KG08,18.3
2013,Chui,Female,KG08,19.24
2014,Chui,Female,KG08,17.6
2015,Chui,Female,KG08,14.2
2016,Chui,Female,KG08,16.2
2017,Chui,Female,KG08,12.7
2018,Chui,Female,KG08,11.7
2019,Chui,Female,KG08,11.8
2020,Chui,Female,KG08,10.2
2021,Chui,Female,KG08,13.52
2007,Bishkek (city),,KG11,36.3
2008,Bishkek (city),,KG11,34.6
2009,Bishkek (city),,KG11,32.3
2010,Bishkek (city),,KG11,28.2
2011,Bishkek (city),,KG11,26.24
2012,Bishkek (city),,KG11,24.8
2013,Bishkek (city),,KG11,25.69
2014,Bishkek (city),,KG11,28.6
2015,Bishkek (city),,KG11,26.6
2016,Bishkek (city),,KG11,25.7
2017,Bishkek (city),,KG11,26.4
2018,Bishkek (city),,KG11,25.0
2019,Bishkek (city),,KG11,21.7
2020,Bishkek (city),,KG11,20.9
2021,Bishkek (city),,KG11,17.84
2010,Bishkek (city),Male,KG11,29.1
2011,Bishkek (city),Male,KG11,28.18
2012,Bishkek (city),Male,KG11,25.6
2013,Bishkek (city),Male,KG11,29.41
2014,Bishkek (city),Male,KG11,30.4
2015,Bishkek (city),Male,KG11,27.6
2016,Bishkek (city),Male,KG11,28.5
2017,Bishkek (city),Male,KG11,29.6
2018,Bishkek (city),Male,KG11,27.2
2019,Bishkek (city),Male,KG11,23.3
2020,Bishkek (city),Male,KG11,21.5
2021,Bishkek (city),Male,KG11,20.85
2010,Bishkek (city),Female,KG11,27.4
2011,Bishkek (city),Female,KG11,24.19
2012,Bishkek (city),Female,KG11,24.0
2013,Bishkek (city),Female,KG11,21.79
2014,Bishkek (city),Female,KG11,26.7
2015,Bishkek (city),Female,KG11,25.6
2016,Bishkek (city),Female,KG11,22.8
2017,Bishkek (city),Female,KG11,23.0
2018,Bishkek (city),Female,KG11,22.6
2019,Bishkek (city),Female,KG11,20.0
2020,Bishkek (city),Female,KG11,20.4
2021,Bishkek (city),Female,KG11,14.59
2007,Osh (city),,KG21,63.7
2008,Osh (city),,KG21,52.9
2009,Osh (city),,KG21,64.4
2010,Osh (city),,KG21,52.9
2011,Osh (city),,KG21,58.25
2012,Osh (city),,KG21,63.4
2013,Osh (city),,KG21,65.59
2014,Osh (city),,KG21,72.4
2015,Osh (city),,KG21,70.3
2016,Osh (city),,KG21,60.0
2017,Osh (city),,KG21,53.1
2018,Osh (city),,KG21,39.0
2019,Osh (city),,KG21,37.2
2020,Osh (city),,KG21,36.9
2021,Osh (city),,KG21,30.69
2010,Osh (city),Male,KG21,56.7
2011,Osh (city),Male,KG21,62.19
2012,Osh (city),Male,KG21,73.6
2013,Osh (city),Male,KG21,74.36
2014,Osh (city),Male,KG21,74.5
2015,Osh (city),Male,KG21,70.4
2016,Osh (city),Male,KG21,67.0
2017,Osh (city),Male,KG21,60.4
2018,Osh (city),Male,KG21,43.6
2019,Osh (city),Male,KG21,42.8
2020,Osh (city),Male,KG21,39.5
2021,Osh (city),Male,KG21,35.45
2010,Osh (city),Female,KG21,49.0
2011,Osh (city),Female,KG21,54.05
2012,Osh (city),Female,KG21,52.3
2013,Osh (city),Female,KG21,55.65
2014,Osh (city),Female,KG21,70.0
2015,Osh (city),Female,KG21,70.2
2016,Osh (city),Female,KG21,52.3
2017,Osh (city),Female,KG21,44.9
2018,Osh (city),Female,KG21,34.1
2019,Osh (city),Female,KG21,31.3
2020,Osh (city),Female,KG21,34.2
2021,Osh (city),Female,KG21,25.64
