Year,Reference area,Sex,GeoCode,Value
2017,Jalal-Abad,Male,KG03,1.0
2019,Jalal-Abad,Male,KG03,0.5
2020,Jalal-Abad,Male,KG03,0.5
2007,Issyk-Kul,,KG02,2.8
2008,Issyk-Kul,,KG02,3.7
2009,Issyk-Kul,,KG02,2.5
2010,Issyk-Kul,,KG02,1.4
2011,Issyk-Kul,,KG02,1.8
2012,Issyk-Kul,,KG02,0.7
2013,Issyk-Kul,,KG02,1.5
2014,Issyk-Kul,,KG02,2.4
2015,Issyk-Kul,,KG02,0.2
2016,Issyk-Kul,,KG02,1.3
2017,Issyk-Kul,,KG02,1.0
2018,Issyk-Kul,,KG02,0.8
2019,Issyk-Kul,,KG02,0.6
2020,Issyk-Kul,,KG02,1.0
2007,Issyk-Kul,Female,KG02,1.4
2008,Issyk-Kul,Female,KG02,3.2
2009,Issyk-Kul,Female,KG02,0.9
2010,Issyk-Kul,Female,KG02,0.9
2011,Issyk-Kul,Female,KG02,1.3
2012,Issyk-Kul,Female,KG02,0.4
2013,Issyk-Kul,Female,KG02,0.9
2014,Issyk-Kul,Female,KG02,0.4
2016,Issyk-Kul,Female,KG02,1.3
2017,Issyk-Kul,Female,KG02,0.4
2019,Issyk-Kul,Female,KG02,0.4
2020,Issyk-Kul,Female,KG02,0.8
2007,Issyk-Kul,Male,KG02,4.2
2008,Issyk-Kul,Male,KG02,4.2
2009,Issyk-Kul,Male,KG02,4.1
2010,Issyk-Kul,Male,KG02,1.8
2011,Issyk-Kul,Male,KG02,2.3
2012,Issyk-Kul,Male,KG02,0.9
2013,Issyk-Kul,Male,KG02,2.2
2014,Issyk-Kul,Male,KG02,4.4
2015,Issyk-Kul,Male,KG02,0.4
2016,Issyk-Kul,Male,KG02,1.3
2017,Issyk-Kul,Male,KG02,1.7
2018,Issyk-Kul,Male,KG02,1.7
2019,Issyk-Kul,Male,KG02,0.8
2020,Issyk-Kul,Male,KG02,1.2
2007,Naryn,,KG04,1.2
2010,Naryn,,KG04,0.4
2013,Naryn,,KG04,0.4
2018,Naryn,,KG04,1.1
2007,Naryn,Female,KG04,0.8
2018,Naryn,Female,KG04,0.7
2007,Naryn,Male,KG04,1.5
2010,Naryn,Male,KG04,0.8
2013,Naryn,Male,KG04,0.7
2018,Naryn,Male,KG04,1.4
2008,Osh,,KG06,0.2
2009,Osh,,KG06,0.3
2011,Osh,,KG06,0.1
2012,Osh,,KG06,0.3
2015,Osh,,KG06,0.3
2016,Osh,,KG06,0.2
2017,Osh,,KG06,0.2
2018,Osh,,KG06,0.2
2019,Osh,,KG06,0.4
2020,Osh,,KG06,0.4
2008,Osh,Female,KG06,0.2
2012,Osh,Female,KG06,0.3
2015,Osh,Female,KG06,0.2
2017,Osh,Female,KG06,0.3
2019,Osh,Female,KG06,0.3
2020,Osh,Female,KG06,0.4
2008,Osh,Male,KG06,0.2
2009,Osh,Male,KG06,0.5
2011,Osh,Male,KG06,0.2
2012,Osh,Male,KG06,0.3
2015,Osh,Male,KG06,0.5
2016,Osh,Male,KG06,0.5
2018,Osh,Male,KG06,0.3
2019,Osh,Male,KG06,0.6
2020,Osh,Male,KG06,0.3
2008,Talas,,KG07,0.9
2009,Talas,,KG07,0.4
2013,Talas,,KG07,0.4
2014,Talas,,KG07,0.4
2015,Talas,,KG07,0.4
2016,Talas,,KG07,0.4
2019,Talas,,KG07,0.4
2008,Talas,Male,KG07,1.8
2009,Talas,Male,KG07,0.9
2013,Talas,Male,KG07,0.8
2014,Talas,Male,KG07,0.8
2015,Talas,Male,KG07,0.8
2016,Talas,Male,KG07,0.8
2019,Talas,Male,KG07,0.7
2007,Chui,,KG08,4.2
2008,Chui,,KG08,6.1
2009,Chui,,KG08,3.0
2010,Chui,,KG08,3.2
2011,Chui,,KG08,2.3
2012,Chui,,KG08,3.1
2013,Chui,,KG08,2.2
2014,Chui,,KG08,1.9
2015,Chui,,KG08,2.0
2016,Chui,,KG08,2.2
2017,Chui,,KG08,2.2
2018,Chui,,KG08,2.6
2019,Chui,,KG08,2.0
2020,Chui,,KG08,1.7
2007,Chui,Female,KG08,2.5
2008,Chui,Female,KG08,4.4
2009,Chui,Female,KG08,2.4
2010,Chui,Female,KG08,2.2
2011,Chui,Female,KG08,0.5
2012,Chui,Female,KG08,1.7
2013,Chui,Female,KG08,0.7
2014,Chui,Female,KG08,0.7
2015,Chui,Female,KG08,1.6
2016,Chui,Female,KG08,0.4
2017,Chui,Female,KG08,1.3
2018,Chui,Female,KG08,1.7
2019,Chui,Female,KG08,0.8
2020,Chui,Female,KG08,1.2
2007,Chui,Male,KG08,5.9
2008,Chui,Male,KG08,7.9
2009,Chui,Male,KG08,3.5
2010,Chui,Male,KG08,4.3
2011,Chui,Male,KG08,4.2
2012,Chui,Male,KG08,4.6
2013,Chui,Male,KG08,3.8
2014,Chui,Male,KG08,3.1
2015,Chui,Male,KG08,2.5
2016,Chui,Male,KG08,4.1
2017,Chui,Male,KG08,3.1
2018,Chui,Male,KG08,3.5
2019,Chui,Male,KG08,3.2
2020,Chui,Male,KG08,2.1
2007,Bishkek (city),,KG11,3.2
2008,Bishkek (city),,KG11,3.4
2009,Bishkek (city),,KG11,1.8
2010,Bishkek (city),,KG11,0.9
2011,Bishkek (city),,KG11,2.3
2012,Bishkek (city),,KG11,2.6
2013,Bishkek (city),,KG11,1.9
2014,Bishkek (city),,KG11,1.9
2015,Bishkek (city),,KG11,1.1
2016,Bishkek (city),,KG11,1.5
2017,Bishkek (city),,KG11,0.9
2018,Bishkek (city),,KG11,1.3
2019,Bishkek (city),,KG11,0.4
2020,Bishkek (city),,KG11,0.6
2007,Bishkek (city),Female,KG11,2.3
2008,Bishkek (city),Female,KG11,2.7
2009,Bishkek (city),Female,KG11,1.1
2010,Bishkek (city),Female,KG11,0.4
2011,Bishkek (city),Female,KG11,1.1
2012,Bishkek (city),Female,KG11,1.5
2013,Bishkek (city),Female,KG11,1.4
2014,Bishkek (city),Female,KG11,1.2
2015,Bishkek (city),Female,KG11,0.4
2016,Bishkek (city),Female,KG11,1.5
2017,Bishkek (city),Female,KG11,0.4
2018,Bishkek (city),Female,KG11,0.7
2019,Bishkek (city),Female,KG11,0.2
2007,Bishkek (city),Male,KG11,4.2
2008,Bishkek (city),Male,KG11,4.2
2009,Bishkek (city),Male,KG11,2.6
2010,Bishkek (city),Male,KG11,1.5
2011,Bishkek (city),Male,KG11,3.7
2012,Bishkek (city),Male,KG11,3.9
2013,Bishkek (city),Male,KG11,2.4
2014,Bishkek (city),Male,KG11,2.8
2015,Bishkek (city),Male,KG11,1.8
2016,Bishkek (city),Male,KG11,1.5
2017,Bishkek (city),Male,KG11,1.5
2018,Bishkek (city),Male,KG11,1.9
2019,Bishkek (city),Male,KG11,0.6
2020,Bishkek (city),Male,KG11,1.2
2007,Osh (city),,KG21,0.4
2011,Osh (city),,KG21,0.4
2012,Osh (city),,KG21,1.2
2015,Osh (city),,KG21,0.4
2019,Osh (city),,KG21,1.0
2020,Osh (city),,KG21,0.6
2007,Osh (city),Female,KG21,0.7
2012,Osh (city),Female,KG21,1.5
2020,Osh (city),Female,KG21,1.2
2011,Osh (city),Male,KG21,0.8
2012,Osh (city),Male,KG21,0.8
2015,Osh (city),Male,KG21,0.8
2019,Osh (city),Male,KG21,2.0
