Year,Территория,Пол,GeoCode,Value
2015,Джалал-Абадская область,Женщины,KG03,19.6
2016,Джалал-Абадская область,Женщины,KG03,18.4
2017,Джалал-Абадская область,Женщины,KG03,15.4
2018,Джалал-Абадская область,Женщины,KG03,15.0
2019,Джалал-Абадская область,Женщины,KG03,15.7
2020,Джалал-Абадская область,Женщины,KG03,14.7
2021,Джалал-Абадская область,Женщины,KG03,166.0
2007,Иссык-Кульская область,,KG02,28.9
2008,Иссык-Кульская область,,KG02,28.0
2009,Иссык-Кульская область,,KG02,24.9
2010,Иссык-Кульская область,,KG02,22.3
2011,Иссык-Кульская область,,KG02,24.81
2012,Иссык-Кульская область,,KG02,24.0
2013,Иссык-Кульская область,,KG02,19.47
2014,Иссык-Кульская область,,KG02,16.9
2015,Иссык-Кульская область,,KG02,18.8
2016,Иссык-Кульская область,,KG02,17.8
2017,Иссык-Кульская область,,KG02,15.2
2018,Иссык-Кульская область,,KG02,14.3
2019,Иссык-Кульская область,,KG02,18.3
2020,Иссык-Кульская область,,KG02,14.3
2021,Иссык-Кульская область,,KG02,266.0
2010,Иссык-Кульская область,Мужчины,KG02,26.2
2011,Иссык-Кульская область,Мужчины,KG02,29.68
2012,Иссык-Кульская область,Мужчины,KG02,25.2
2013,Иссык-Кульская область,Мужчины,KG02,21.37
2014,Иссык-Кульская область,Мужчины,KG02,20.6
2015,Иссык-Кульская область,Мужчины,KG02,20.7
2016,Иссык-Кульская область,Мужчины,KG02,12.8
2017,Иссык-Кульская область,Мужчины,KG02,18.1
2018,Иссык-Кульская область,Мужчины,KG02,16.3
2019,Иссык-Кульская область,Мужчины,KG02,20.8
2020,Иссык-Кульская область,Мужчины,KG02,14.8
2021,Иссык-Кульская область,Мужчины,KG02,290.0
2010,Иссык-Кульская область,Женщины,KG02,18.3
2011,Иссык-Кульская область,Женщины,KG02,19.8
2012,Иссык-Кульская область,Женщины,KG02,22.8
2013,Иссык-Кульская область,Женщины,KG02,17.49
2014,Иссык-Кульская область,Женщины,KG02,13.1
2015,Иссык-Кульская область,Женщины,KG02,16.7
2016,Иссык-Кульская область,Женщины,KG02,16.8
2017,Иссык-Кульская область,Женщины,KG02,12.0
2018,Иссык-Кульская область,Женщины,KG02,12.3
2019,Иссык-Кульская область,Женщины,KG02,15.6
2020,Иссык-Кульская область,Женщины,KG02,13.8
2021,Иссык-Кульская область,Женщины,KG02,242.0
2007,Нарынская область,,KG04,33.9
2008,Нарынская область,,KG04,30.1
2009,Нарынская область,,KG04,28.0
2010,Нарынская область,,KG04,25.0
2011,Нарынская область,,KG04,20.06
2012,Нарынская область,,KG04,21.7
2013,Нарынская область,,KG04,20.2
2014,Нарынская область,,KG04,22.6
2015,Нарынская область,,KG04,16.8
2016,Нарынская область,,KG04,17.9
2017,Нарынская область,,KG04,18.2
2018,Нарынская область,,KG04,15.1
2019,Нарынская область,,KG04,12.5
2020,Нарынская область,,KG04,14.2
2021,Нарынская область,,KG04,139.0
2010,Нарынская область,Мужчины,KG04,27.3
2011,Нарынская область,Мужчины,KG04,24.82
2012,Нарынская область,Мужчины,KG04,24.3
2013,Нарынская область,Мужчины,KG04,23.06
2014,Нарынская область,Мужчины,KG04,22.2
2015,Нарынская область,Мужчины,KG04,21.2
2016,Нарынская область,Мужчины,KG04,20.2
2017,Нарынская область,Мужчины,KG04,19.8
2018,Нарынская область,Мужчины,KG04,16.6
2019,Нарынская область,Мужчины,KG04,13.2
2020,Нарынская область,Мужчины,KG04,15.3
2021,Нарынская область,Мужчины,KG04,139.0
2010,Нарынская область,Женщины,KG04,22.3
2011,Нарынская область,Женщины,KG04,15.04
2012,Нарынская область,Женщины,KG04,18.9
2013,Нарынская область,Женщины,KG04,17.19
2014,Нарынская область,Женщины,KG04,23.0
2015,Нарынская область,Женщины,KG04,12.1
2016,Нарынская область,Женщины,KG04,15.5
2017,Нарынская область,Женщины,KG04,16.5
2018,Нарынская область,Женщины,KG04,13.5
2019,Нарынская область,Женщины,KG04,11.9
2020,Нарынская область,Женщины,KG04,13.0
2021,Нарынская область,Женщины,KG04,117.0
2007,Ошская область,,KG06,34.7
2008,Ошская область,,KG06,29.9
2009,Ошская область,,KG06,26.1
2010,Ошская область,,KG06,24.1
2011,Ошская область,,KG06,21.14
2012,Ошская область,,KG06,19.0
2013,Ошская область,,KG06,17.17
2014,Ошская область,,KG06,15.0
2015,Ошская область,,KG06,14.3
2016,Ошская область,,KG06,12.2
2017,Ошская область,,KG06,11.7
2018,Ошская область,,KG06,11.0
2019,Ошская область,,KG06,10.6
2020,Ошская область,,KG06,10.0
2021,Ошская область,,KG06,120.0
2010,Ошская область,Мужчины,KG06,28.2
2011,Ошская область,Мужчины,KG06,24.44
2012,Ошская область,Мужчины,KG06,20.4
2013,Ошская область,Мужчины,KG06,18.36
2014,Ошская область,Мужчины,KG06,16.5
2015,Ошская область,Мужчины,KG06,15.2
2016,Ошская область,Мужчины,KG06,13.2
2017,Ошская область,Мужчины,KG06,12.7
2018,Ошская область,Мужчины,KG06,12.7
2019,Ошская область,Мужчины,KG06,12.5
2020,Ошская область,Мужчины,KG06,11.1
2021,Ошская область,Мужчины,KG06,127.0
2010,Ошская область,Женщины,KG06,20.0
2011,Ошская область,Женщины,KG06,17.63
2012,Ошская область,Женщины,KG06,17.5
2013,Ошская область,Женщины,KG06,15.92
2014,Ошская область,Женщины,KG06,13.4
2015,Ошская область,Женщины,KG06,13.3
2016,Ошская область,Женщины,KG06,11.2
2017,Ошская область,Женщины,KG06,10.8
2018,Ошская область,Женщины,KG06,9.2
2019,Ошская область,Женщины,KG06,8.5
2020,Ошская область,Женщины,KG06,8.8
2021,Ошская область,Женщины,KG06,112.0
2007,Таласская область,,KG07,43.8
2008,Таласская область,,KG07,38.3
2009,Таласская область,,KG07,39.0
2010,Таласская область,,KG07,29.5
2011,Таласская область,,KG07,27.69
2012,Таласская область,,KG07,22.9
2013,Таласская область,,KG07,26.52
2014,Таласская область,,KG07,24.1
2015,Таласская область,,KG07,17.8
2016,Таласская область,,KG07,19.7
2017,Таласская область,,KG07,17.1
2018,Таласская область,,KG07,22.8
2019,Таласская область,,KG07,20.6
2020,Таласская область,,KG07,25.1
2021,Таласская область,,KG07,245.0
2010,Таласская область,Мужчины,KG07,32.0
2011,Таласская область,Мужчины,KG07,29.6
2012,Таласская область,Мужчины,KG07,26.8
2013,Таласская область,Мужчины,KG07,32.1
2014,Таласская область,Мужчины,KG07,27.8
2015,Таласская область,Мужчины,KG07,23.3
2016,Таласская область,Мужчины,KG07,20.0
2017,Таласская область,Мужчины,KG07,17.5
2018,Таласская область,Мужчины,KG07,27.5
2019,Таласская область,Мужчины,KG07,21.6
2020,Таласская область,Мужчины,KG07,27.2
2021,Таласская область,Мужчины,KG07,312.0
2010,Таласская область,Женщины,KG07,27.0
2011,Таласская область,Женщины,KG07,25.56
2012,Таласская область,Женщины,KG07,18.9
2013,Таласская область,Женщины,KG07,20.73
2014,Таласская область,Женщины,KG07,20.1
2015,Таласская область,Женщины,KG07,11.8
2016,Таласская область,Женщины,KG07,19.3
2017,Таласская область,Женщины,KG07,16.7
2018,Таласская область,Женщины,KG07,17.9
2019,Таласская область,Женщины,KG07,19.6
2020,Таласская область,Женщины,KG07,22.9
2021,Таласская область,Женщины,KG07,179.0
2007,Чуйская область,,KG08,31.6
2008,Чуйская область,,KG08,27.4
2009,Чуйская область,,KG08,25.1
2010,Чуйская область,,KG08,24.2
2011,Чуйская область,,KG08,22.6
2012,Чуйская область,,KG08,20.8
2013,Чуйская область,,KG08,21.22
2014,Чуйская область,,KG08,18.6
2015,Чуйская область,,KG08,17.1
2016,Чуйская область,,KG08,16.5
2017,Чуйская область,,KG08,12.9
2018,Чуйская область,,KG08,12.7
2019,Чуйская область,,KG08,13.1
2020,Чуйская область,,KG08,11.8
2021,Чуйская область,,KG08,135.0
2010,Чуйская область,Мужчины,KG08,26.7
2011,Чуйская область,Мужчины,KG08,23.06
2012,Чуйская область,Мужчины,KG08,23.2
2013,Чуйская область,Мужчины,KG08,23.07
2014,Чуйская область,Мужчины,KG08,19.4
2015,Чуйская область,Мужчины,KG08,19.7
2016,Чуйская область,Мужчины,KG08,16.7
2017,Чуйская область,Мужчины,KG08,13.2
2018,Чуйская область,Мужчины,KG08,13.7
2019,Чуйская область,Мужчины,KG08,14.2
2020,Чуйская область,Мужчины,KG08,13.5
2021,Чуйская область,Мужчины,KG08,136.0
2010,Чуйская область,Женщины,KG08,21.6
2011,Чуйская область,Женщины,KG08,22.13
2012,Чуйская область,Женщины,KG08,18.3
2013,Чуйская область,Женщины,KG08,19.24
2014,Чуйская область,Женщины,KG08,17.6
2015,Чуйская область,Женщины,KG08,14.2
2016,Чуйская область,Женщины,KG08,16.2
2017,Чуйская область,Женщины,KG08,12.7
2018,Чуйская область,Женщины,KG08,11.7
2019,Чуйская область,Женщины,KG08,11.8
2020,Чуйская область,Женщины,KG08,10.2
2021,Чуйская область,Женщины,KG08,135.0
2007,г. Бишкек,,KG11,36.3
2008,г. Бишкек,,KG11,34.6
2009,г. Бишкек,,KG11,32.3
2010,г. Бишкек,,KG11,28.2
2011,г. Бишкек,,KG11,26.24
2012,г. Бишкек,,KG11,24.8
2013,г. Бишкек,,KG11,25.69
2014,г. Бишкек,,KG11,28.6
2015,г. Бишкек,,KG11,26.6
2016,г. Бишкек,,KG11,25.7
2017,г. Бишкек,,KG11,26.4
2018,г. Бишкек,,KG11,25.0
2019,г. Бишкек,,KG11,21.7
2020,г. Бишкек,,KG11,20.9
2021,г. Бишкек,,KG11,178.0
2010,г. Бишкек,Мужчины,KG11,29.1
2011,г. Бишкек,Мужчины,KG11,28.18
2012,г. Бишкек,Мужчины,KG11,25.6
2013,г. Бишкек,Мужчины,KG11,29.41
2014,г. Бишкек,Мужчины,KG11,30.4
2015,г. Бишкек,Мужчины,KG11,27.6
2016,г. Бишкек,Мужчины,KG11,28.5
2017,г. Бишкек,Мужчины,KG11,29.6
2018,г. Бишкек,Мужчины,KG11,27.2
2019,г. Бишкек,Мужчины,KG11,23.3
2020,г. Бишкек,Мужчины,KG11,21.5
2021,г. Бишкек,Мужчины,KG11,209.0
2010,г. Бишкек,Женщины,KG11,27.4
2011,г. Бишкек,Женщины,KG11,24.19
2012,г. Бишкек,Женщины,KG11,24.0
2013,г. Бишкек,Женщины,KG11,21.79
2014,г. Бишкек,Женщины,KG11,26.7
2015,г. Бишкек,Женщины,KG11,25.6
2016,г. Бишкек,Женщины,KG11,22.8
2017,г. Бишкек,Женщины,KG11,23.0
2018,г. Бишкек,Женщины,KG11,22.6
2019,г. Бишкек,Женщины,KG11,20.0
2020,г. Бишкек,Женщины,KG11,20.4
2021,г. Бишкек,Женщины,KG11,146.0
2007,г. Ош,,KG21,63.7
2008,г. Ош,,KG21,52.9
2009,г. Ош,,KG21,64.4
2010,г. Ош,,KG21,52.9
2011,г. Ош,,KG21,58.25
2012,г. Ош,,KG21,63.4
2013,г. Ош,,KG21,65.59
2014,г. Ош,,KG21,72.4
2015,г. Ош,,KG21,70.3
2016,г. Ош,,KG21,60.0
2017,г. Ош,,KG21,53.1
2018,г. Ош,,KG21,39.0
2019,г. Ош,,KG21,37.2
2020,г. Ош,,KG21,36.9
2021,г. Ош,,KG21,307.0
2010,г. Ош,Мужчины,KG21,56.7
2011,г. Ош,Мужчины,KG21,62.19
2012,г. Ош,Мужчины,KG21,73.6
2013,г. Ош,Мужчины,KG21,74.36
2014,г. Ош,Мужчины,KG21,74.5
2015,г. Ош,Мужчины,KG21,70.4
2016,г. Ош,Мужчины,KG21,67.0
2017,г. Ош,Мужчины,KG21,60.4
2018,г. Ош,Мужчины,KG21,43.6
2019,г. Ош,Мужчины,KG21,42.8
2020,г. Ош,Мужчины,KG21,39.5
2021,г. Ош,Мужчины,KG21,355.0
2010,г. Ош,Женщины,KG21,49.0
2011,г. Ош,Женщины,KG21,54.05
2012,г. Ош,Женщины,KG21,52.3
2013,г. Ош,Женщины,KG21,55.65
2014,г. Ош,Женщины,KG21,70.0
2015,г. Ош,Женщины,KG21,70.2
2016,г. Ош,Женщины,KG21,52.3
2017,г. Ош,Женщины,KG21,44.9
2018,г. Ош,Женщины,KG21,34.1
2019,г. Ош,Женщины,KG21,31.3
2020,г. Ош,Женщины,KG21,34.2
2021,г. Ош,Женщины,KG21,256.0
