Year,Территория,Пол,GeoCode,Value
2009,Джалал-Абадская область,Мужчины,KG03,25.989368
2010,Джалал-Абадская область,Мужчины,KG03,19.592629
2011,Джалал-Абадская область,Мужчины,KG03,23.118074
2012,Джалал-Абадская область,Мужчины,KG03,25.857223
2013,Джалал-Абадская область,Мужчины,KG03,21.272694
2014,Джалал-Абадская область,Мужчины,KG03,18.847604
2015,Джалал-Абадская область,Мужчины,KG03,18.437226
2016,Джалал-Абадская область,Мужчины,KG03,16.678129
2017,Джалал-Абадская область,Мужчины,KG03,12.814028
2018,Джалал-Абадская область,Мужчины,KG03,10.745578
2019,Джалал-Абадская область,Мужчины,KG03,13.933895
2020,Джалал-Абадская область,Мужчины,KG03,8.4
2021,Джалал-Абадская область,Мужчины,KG03,12.3
2007,Джалал-Абадская область,Женщины,KG03,4.859283
2008,Джалал-Абадская область,Женщины,KG03,5.805806
2009,Джалал-Абадская область,Женщины,KG03,6.901992
2010,Джалал-Абадская область,Женщины,KG03,6.22084
2011,Джалал-Абадская область,Женщины,KG03,7.279693
2012,Джалал-Абадская область,Женщины,KG03,9.02595
2013,Джалал-Абадская область,Женщины,KG03,7.923346
2014,Джалал-Абадская область,Женщины,KG03,4.695684
2015,Джалал-Абадская область,Женщины,KG03,6.903877
2016,Джалал-Абадская область,Женщины,KG03,5.381944
2017,Джалал-Абадская область,Женщины,KG03,4.432322
2018,Джалал-Абадская область,Женщины,KG03,5.02008
2019,Джалал-Абадская область,Женщины,KG03,3.281917
2020,Джалал-Абадская область,Женщины,KG03,3.9
2021,Джалал-Абадская область,Женщины,KG03,8.2
2007,Иссык-Кульская область,,KG02,32.5
2008,Иссык-Кульская область,,KG02,29.3
2009,Иссык-Кульская область,,KG02,23.2
2010,Иссык-Кульская область,,KG02,27.319937
2011,Иссык-Кульская область,,KG02,32.489357
2012,Иссык-Кульская область,,KG02,26.62525
2013,Иссык-Кульская область,,KG02,35.307018
2014,Иссык-Кульская область,,KG02,23.850824
2015,Иссык-Кульская область,,KG02,27.837259
2016,Иссык-Кульская область,,KG02,22.813688
2017,Иссык-Кульская область,,KG02,25.838716
2018,Иссык-Кульская область,,KG02,18.503289
2019,Иссык-Кульская область,,KG02,19.476567
2020,Иссык-Кульская область,,KG02,17.2
2021,Иссык-Кульская область,,KG02,24.8
2007,Иссык-Кульская область,Мужчины,KG02,53.295933
2008,Иссык-Кульская область,Мужчины,KG02,44.588946
2009,Иссык-Кульская область,Мужчины,KG02,39.576622
2010,Иссык-Кульская область,Мужчины,KG02,43.79562
2011,Иссык-Кульская область,Мужчины,KG02,47.468354
2012,Иссык-Кульская область,Мужчины,KG02,39.373602
2013,Иссык-Кульская область,Мужчины,KG02,51.701281
2014,Иссык-Кульская область,Мужчины,KG02,35.371179
2015,Иссык-Кульская область,Мужчины,KG02,42.672414
2016,Иссык-Кульская область,Мужчины,KG02,36.53356
2017,Иссык-Кульская область,Мужчины,KG02,41.457286
2018,Иссык-Кульская область,Мужчины,KG02,29.727498
2019,Иссык-Кульская область,Мужчины,KG02,32.179226
2020,Иссык-Кульская область,Мужчины,KG02,25.4
2021,Иссык-Кульская область,Мужчины,KG02,33.1
2007,Иссык-Кульская область,Женщины,KG02,12.26158
2008,Иссык-Кульская область,Женщины,KG02,14.473089
2009,Иссык-Кульская область,Женщины,KG02,7.20072
2010,Иссык-Кульская область,Женщины,KG02,11.175682
2011,Иссык-Кульская область,Женщины,KG02,17.76988
2012,Иссык-Кульская область,Женщины,KG02,14.084507
2013,Иссык-Кульская область,Женщины,KG02,19.15542
2014,Иссык-Кульская область,Женщины,KG02,12.489233
2015,Иссык-Кульская область,Женщины,KG02,13.191489
2016,Иссык-Кульская область,Женщины,KG02,9.243697
2017,Иссык-Кульская область,Женщины,KG02,10.369141
2018,Иссык-Кульская область,Женщины,KG02,7.371007
2019,Иссык-Кульская область,Женщины,KG02,6.871463
2020,Иссык-Кульская область,Женщины,KG02,9.2
2021,Иссык-Кульская область,Женщины,KG02,16.6
2007,Нарынская область,,KG04,29.2
2008,Нарынская область,,KG04,26.4
2009,Нарынская область,,KG04,28.3
2010,Нарынская область,,KG04,27.617952
2011,Нарынская область,,KG04,26.93475
2012,Нарынская область,,KG04,27.016886
2013,Нарынская область,,KG04,24.842418
2014,Нарынская область,,KG04,28.937729
2015,Нарынская область,,KG04,30.785947
2016,Нарынская область,,KG04,19.685039
2017,Нарынская область,,KG04,26.548673
2018,Нарынская область,,KG04,24.877365
2019,Нарынская область,,KG04,23.586542
2020,Нарынская область,,KG04,16.5
2021,Нарынская область,,KG04,23.9
2007,Нарынская область,Мужчины,KG04,43.947571
2008,Нарынская область,Мужчины,KG04,43.879908
2009,Нарынская область,Мужчины,KG04,43.644717
2010,Нарынская область,Мужчины,KG04,43.939394
2011,Нарынская область,Мужчины,KG04,39.670659
2012,Нарынская область,Мужчины,KG04,45.857988
2013,Нарынская область,Мужчины,KG04,37.98393
2014,Нарынская область,Мужчины,KG04,40.433213
2015,Нарынская область,Мужчины,KG04,42.112777
2016,Нарынская область,Мужчины,KG04,30.324401
2017,Нарынская область,Мужчины,KG04,36.211699
2018,Нарынская область,Мужчины,KG04,37.190083
2019,Нарынская область,Мужчины,KG04,41.581459
2020,Нарынская область,Мужчины,KG04,20.9
2021,Нарынская область,Мужчины,KG04,29.5
2007,Нарынская область,Женщины,KG04,14.128728
2008,Нарынская область,Женщины,KG04,8.647799
2009,Нарынская область,Женщины,KG04,12.529366
2010,Нарынская область,Женщины,KG04,10.878011
2011,Нарынская область,Женщины,KG04,13.846154
2012,Нарынская область,Женщины,KG04,7.616146
2013,Нарынская область,Женщины,KG04,11.295181
2014,Нарынская область,Женщины,KG04,17.100372
2015,Нарынская область,Женщины,KG04,19.117647
2016,Нарынская область,Женщины,KG04,8.72093
2017,Нарынская область,Женщины,KG04,16.558675
2018,Нарынская область,Женщины,KG04,12.125535
2019,Нарынская область,Женщины,KG04,4.943503
2020,Нарынская область,Женщины,KG04,11.9
2021,Нарынская область,Женщины,KG04,18.1
2007,Ошская область,,KG06,13.5
2008,Ошская область,,KG06,15.3
2009,Ошская область,,KG06,14.5
2010,Ошская область,,KG06,14.674493
2011,Ошская область,,KG06,14.745897
2012,Ошская область,,KG06,14.993537
2013,Ошская область,,KG06,14.326648
2014,Ошская область,,KG06,15.484721
2015,Ошская область,,KG06,12.379421
2016,Ошская область,,KG06,11.699121
2017,Ошская область,,KG06,11.761993
2018,Ошская область,,KG06,9.638554
2019,Ошская область,,KG06,11.660517
2020,Ошская область,,KG06,8.8
2021,Ошская область,,KG06,9.6
2007,Ошская область,Мужчины,KG06,20.213157
2008,Ошская область,Мужчины,KG06,25.42219
2009,Ошская область,Мужчины,KG06,22.174535
2010,Ошская область,Мужчины,KG06,22.245763
2011,Ошская область,Мужчины,KG06,23.709902
2012,Ошская область,Мужчины,KG06,23.442847
2013,Ошская область,Мужчины,KG06,23.084644
2014,Ошская область,Мужчины,KG06,24.677235
2015,Ошская область,Мужчины,KG06,17.697704
2016,Ошская область,Мужчины,KG06,17.74043
2017,Ошская область,Мужчины,KG06,16.291108
2018,Ошская область,Мужчины,KG06,14.309137
2019,Ошская область,Мужчины,KG06,19.562044
2020,Ошская область,Мужчины,KG06,14.0
2021,Ошская область,Мужчины,KG06,14.8
2007,Ошская область,Женщины,KG06,6.721434
2008,Ошская область,Женщины,KG06,4.979712
2009,Ошская область,Женщины,KG06,6.723605
2010,Ошская область,Женщины,KG06,6.989247
2011,Ошская область,Женщины,KG06,5.656709
2012,Ошская область,Женщины,KG06,6.422496
2013,Ошская область,Женщины,KG06,5.434783
2014,Ошская область,Женщины,KG06,6.144138
2015,Ошская область,Женщины,KG06,6.971466
2016,Ошская область,Женщины,KG06,5.546751
2017,Ошская область,Женщины,KG06,7.142857
2018,Ошская область,Женщины,KG06,4.869883
2019,Ошская область,Женщины,KG06,3.58209
2020,Ошская область,Женщины,KG06,3.4
2021,Ошская область,Женщины,KG06,4.3
2007,Таласская область,,KG07,15.3
2008,Таласская область,,KG07,17.3
2009,Таласская область,,KG07,16.7
2010,Таласская область,,KG07,19.097222
2011,Таласская область,,KG07,24.400685
2012,Таласская область,,KG07,25.273799
2013,Таласская область,,KG07,23.198012
2014,Таласская область,,KG07,21.606196
2015,Таласская область,,KG07,16.044926
2016,Таласская область,,KG07,17.377567
2017,Таласская область,,KG07,15.564202
2018,Таласская область,,KG07,20.290965
2019,Таласская область,,KG07,13.187641
2020,Таласская область,,KG07,12.6
2021,Таласская область,,KG07,12.1
2007,Таласская область,Мужчины,KG07,21.563342
2008,Таласская область,Мужчины,KG07,26.642984
2009,Таласская область,Мужчины,KG07,25.438596
2010,Таласская область,Мужчины,KG07,29.437229
2011,Таласская область,Мужчины,KG07,38.363171
2012,Таласская область,Мужчины,KG07,41.038526
2013,Таласская область,Мужчины,KG07,35.390947
2014,Таласская область,Мужчины,KG07,36.407767
2015,Таласская область,Мужчины,KG07,23.847377
2016,Таласская область,Мужчины,KG07,26.583268
2017,Таласская область,Мужчины,KG07,27.734977
2018,Таласская область,Мужчины,KG07,29.545455
2019,Таласская область,Мужчины,KG07,20.119225
2020,Таласская область,Мужчины,KG07,20.6
2021,Таласская область,Мужчины,KG07,18.2
2007,Таласская область,Женщины,KG07,8.976661
2008,Таласская область,Женщины,KG07,8.007117
2009,Таласская область,Женщины,KG07,7.922535
2010,Таласская область,Женщины,KG07,8.70322
2011,Таласская область,Женщины,KG07,10.318143
2012,Таласская область,Женщины,KG07,9.322034
2013,Таласская область,Женщины,KG07,10.842369
2014,Таласская область,Женщины,KG07,6.573541
2015,Таласская область,Женщины,KG07,8.097166
2016,Таласская область,Женщины,KG07,7.980846
2017,Таласская область,Женщины,KG07,3.144654
2018,Таласская область,Женщины,KG07,10.835913
2019,Таласская область,Женщины,KG07,6.097561
2020,Таласская область,Женщины,KG07,4.5
2021,Таласская область,Женщины,KG07,5.9
2007,Чуйская область,,KG08,31.0
2008,Чуйская область,,KG08,28.1
2009,Чуйская область,,KG08,23.2
2010,Чуйская область,,KG08,19.714145
2011,Чуйская область,,KG08,20.031758
2012,Чуйская область,,KG08,18.904275
2013,Чуйская область,,KG08,24.468085
2014,Чуйская область,,KG08,19.953596
2015,Чуйская область,,KG08,20.480146
2016,Чуйская область,,KG08,18.185875
2017,Чуйская область,,KG08,19.923372
2018,Чуйская область,,KG08,14.816405
2019,Чуйская область,,KG08,15.255129
2020,Чуйская область,,KG08,13.3
2021,Чуйская область,,KG08,17.3
2007,Чуйская область,Мужчины,KG08,46.846847
2008,Чуйская область,Мужчины,KG08,43.123246
2009,Чуйская область,Мужчины,KG08,38.957754
2010,Чуйская область,Мужчины,KG08,29.588766
2011,Чуйская область,Мужчины,KG08,29.813665
2012,Чуйская область,Мужчины,KG08,29.116712
2013,Чуйская область,Мужчины,KG08,36.014406
2014,Чуйская область,Мужчины,KG08,29.688973
2015,Чуйская область,Мужчины,KG08,30.036969
2016,Чуйская область,Мужчины,KG08,26.959674
2017,Чуйская область,Мужчины,KG08,29.124055
2018,Чуйская область,Мужчины,KG08,20.71522
2019,Чуйская область,Мужчины,KG08,22.426314
2020,Чуйская область,Мужчины,KG08,21.0
2021,Чуйская область,Мужчины,KG08,27.6
2007,Чуйская область,Женщины,KG08,15.632754
2008,Чуйская область,Женщины,KG08,13.533465
2009,Чуйская область,Женщины,KG08,8.056641
2010,Чуйская область,Женщины,KG08,10.174419
2011,Чуйская область,Женщины,KG08,10.57184
2012,Чуйская область,Женщины,KG08,9.009009
2013,Чуйская область,Женщины,KG08,13.271246
2014,Чуйская область,Женщины,KG08,10.511883
2015,Чуйская область,Женщины,KG08,11.208249
2016,Чуйская область,Женщины,KG08,9.672455
2017,Чуйская область,Женщины,KG08,10.99849
2018,Чуйская область,Женщины,KG08,9.094755
2019,Чуйская область,Женщины,KG08,8.293593
2020,Чуйская область,Женщины,KG08,5.9
2021,Чуйская область,Женщины,KG08,7.4
2007,г. Бишкек,,KG11,14.4
2008,г. Бишкек,,KG11,15.6
2009,г. Бишкек,,KG11,13.0
2010,г. Бишкек,,KG11,10.080881
2011,г. Бишкек,,KG11,9.226156
2012,г. Бишкек,,KG11,8.366309
2013,г. Бишкек,,KG11,11.490443
2014,г. Бишкек,,KG11,7.771182
2015,г. Бишкек,,KG11,9.072687
2016,г. Бишкек,,KG11,8.458841
2017,г. Бишкек,,KG11,8.575464
2018,г. Бишкек,,KG11,5.420321
2019,г. Бишкек,,KG11,8.552758
2020,г. Бишкек,,KG11,6.3
2021,г. Бишкек,,KG11,7.8
2007,г. Бишкек,Мужчины,KG11,21.047093
2008,г. Бишкек,Мужчины,KG11,21.892103
2009,г. Бишкек,Мужчины,KG11,19.784173
2010,г. Бишкек,Мужчины,KG11,14.650164
2011,г. Бишкек,Мужчины,KG11,12.416191
2012,г. Бишкек,Мужчины,KG11,11.916342
2013,г. Бишкек,Мужчины,KG11,16.8566
2014,г. Бишкек,Мужчины,KG11,10.655548
2015,г. Бишкек,Мужчины,KG11,13.110307
2016,г. Бишкек,Мужчины,KG11,10.154525
2017,г. Бишкек,Мужчины,KG11,13.805004
2018,г. Бишкек,Мужчины,KG11,7.789474
2019,г. Бишкек,Мужчины,KG11,12.297602
2020,г. Бишкек,Мужчины,KG11,8.8
2021,г. Бишкек,Мужчины,KG11,10.4
2007,г. Бишкек,Женщины,KG11,8.683729
2008,г. Бишкек,Женщины,KG11,10.144274
2009,г. Бишкек,Женщины,KG11,7.106374
2010,г. Бишкек,Женщины,KG11,6.124234
2011,г. Бишкек,Женщины,KG11,6.459948
2012,г. Бишкек,Женщины,KG11,5.282062
2013,г. Бишкек,Женщины,KG11,6.819591
2014,г. Бишкек,Женщины,KG11,5.254648
2015,г. Бишкек,Женщины,KG11,5.53907
2016,г. Бишкек,Женщины,KG11,6.97134
2017,г. Бишкек,Женщины,KG11,3.980288
2018,г. Бишкек,Женщины,KG11,3.335186
2019,г. Бишкек,Женщины,KG11,5.246969
2020,г. Бишкек,Женщины,KG11,4.1
2021,г. Бишкек,Женщины,KG11,5.6
2007,г. Ош,,KG21,17.2
2008,г. Ош,,KG21,16.7
2009,г. Ош,,KG21,15.5
2010,г. Ош,,KG21,14.368932
2011,г. Ош,,KG21,12.900704
2012,г. Ош,,KG21,9.686168
2013,г. Ош,,KG21,12.17656
2014,г. Ош,,KG21,10.45947
2015,г. Ош,,KG21,12.454212
2016,г. Ош,,KG21,10.043042
2017,г. Ош,,KG21,7.708479
2018,г. Ош,,KG21,6.120367
2019,г. Ош,,KG21,7.843137
2020,г. Ош,,KG21,6.0
2021,г. Ош,,KG21,6.7
2007,г. Ош,Мужчины,KG21,26.037429
2008,г. Ош,Мужчины,KG21,23.481781
2009,г. Ош,Мужчины,KG21,22.544283
2010,г. Ош,Мужчины,KG21,21.84466
2011,г. Ош,Мужчины,KG21,18.760196
2012,г. Ош,Мужчины,KG21,14.53958
2013,г. Ош,Мужчины,KG21,15.835313
2014,г. Ош,Мужчины,KG21,13.188518
2015,г. Ош,Мужчины,KG21,20.516717
2016,г. Ош,Мужчины,KG21,12.630015
2017,г. Ош,Мужчины,KG21,12.327774
2018,г. Ош,Мужчины,KG21,9.831461
2019,г. Ош,Мужчины,KG21,12.811868
2020,г. Ош,Мужчины,KG21,8.4
2021,г. Ош,Мужчины,KG21,10.7
2007,г. Ош,Женщины,KG21,8.995502
2008,г. Ош,Женщины,KG21,10.447761
2009,г. Ош,Женщины,KG21,8.928571
2010,г. Ош,Женщины,KG21,7.46826
2011,г. Ош,Женщины,KG21,7.507508
2012,г. Ош,Женщины,KG21,5.212211
2013,г. Ош,Женщины,KG21,8.791209
2014,г. Ош,Женщины,KG21,7.925072
2015,г. Ош,Женщины,KG21,4.950495
2016,г. Ош,Женщины,KG21,7.628294
2017,г. Ош,Женщины,KG21,3.389831
2018,г. Ош,Женщины,KG21,2.636783
2019,г. Ош,Женщины,KG21,3.170577
2020,г. Ош,Женщины,KG21,3.7
2021,г. Ош,Женщины,KG21,3.0
