Year,Территория,Пол,GeoCode,Value
2010,Джалал-Абадская область,Женщины,KG03,0.4
2014,Джалал-Абадская область,Женщины,KG03,0.2
2017,Джалал-Абадская область,Женщины,KG03,0.2
2018,Джалал-Абадская область,Женщины,KG03,0.0
2019,Джалал-Абадская область,Женщины,KG03,0.0
2010,Джалал-Абадская область,Мужчины,KG03,10.1
2013,Джалал-Абадская область,Мужчины,KG03,6.4
2014,Джалал-Абадская область,Мужчины,KG03,4.5
2015,Джалал-Абадская область,Мужчины,KG03,2.5
2016,Джалал-Абадская область,Мужчины,KG03,4.0
2017,Джалал-Абадская область,Мужчины,KG03,3.7
2018,Джалал-Абадская область,Мужчины,KG03,3.0
2019,Джалал-Абадская область,Мужчины,KG03,1.3
2020,Джалал-Абадская область,Мужчины,KG03,0.966632
2021,Джалал-Абадская область,Мужчины,KG03,1.249723
2010,Иссык-Кульская область,,KG02,2.9
2013,Иссык-Кульская область,,KG02,4.8
2014,Иссык-Кульская область,,KG02,5.0
2015,Иссык-Кульская область,,KG02,6.4
2016,Иссык-Кульская область,,KG02,3.6
2017,Иссык-Кульская область,,KG02,5.8
2018,Иссык-Кульская область,,KG02,0.6
2019,Иссык-Кульская область,,KG02,0.2
2020,Иссык-Кульская область,,KG02,0.200404
2021,Иссык-Кульская область,,KG02,0.198445
2015,Иссык-Кульская область,Женщины,KG02,0.4
2018,Иссык-Кульская область,Женщины,KG02,0.0
2019,Иссык-Кульская область,Женщины,KG02,0.0
2010,Иссык-Кульская область,Мужчины,KG02,5.9
2013,Иссык-Кульская область,Мужчины,KG02,9.7
2014,Иссык-Кульская область,Мужчины,KG02,10.0
2015,Иссык-Кульская область,Мужчины,KG02,12.5
2016,Иссык-Кульская область,Мужчины,KG02,7.2
2017,Иссык-Кульская область,Мужчины,KG02,11.7
2018,Иссык-Кульская область,Мужчины,KG02,1.2
2019,Иссык-Кульская область,Мужчины,KG02,0.4
2020,Иссык-Кульская область,Мужчины,KG02,0.399186
2021,Иссык-Кульская область,Мужчины,KG02,0.398619
2010,Нарынская область,,KG04,1.9
2013,Нарынская область,,KG04,0.4
2014,Нарынская область,,KG04,3.7
2015,Нарынская область,,KG04,1.4
2017,Нарынская область,,KG04,1.1
2018,Нарынская область,,KG04,0.4
2019,Нарынская область,,KG04,0.3
2020,Нарынская область,,KG04,0.343783
2021,Нарынская область,,KG04,0.0
2010,Нарынская область,Женщины,KG04,0.8
2014,Нарынская область,Женщины,KG04,0.7
2018,Нарынская область,Женщины,KG04,0.0
2019,Нарынская область,Женщины,KG04,0.0
2010,Нарынская область,Мужчины,KG04,3.0
2013,Нарынская область,Мужчины,KG04,0.7
2014,Нарынская область,Мужчины,KG04,6.5
2015,Нарынская область,Мужчины,KG04,2.9
2017,Нарынская область,Мужчины,KG04,2.1
2018,Нарынская область,Мужчины,KG04,0.7
2019,Нарынская область,Мужчины,KG04,0.7
2020,Нарынская область,Мужчины,KG04,0.700427
2021,Нарынская область,Мужчины,KG04,0.0
2010,Ошская область,,KG06,1.6
2013,Ошская область,,KG06,2.3
2014,Ошская область,,KG06,0.8
2015,Ошская область,,KG06,1.8
2016,Ошская область,,KG06,0.9
2017,Ошская область,,KG06,0.5
2018,Ошская область,,KG06,2.6
2019,Ошская область,,KG06,0.4
2020,Ошская область,,KG06,1.087073
2021,Ошская область,,KG06,0.855213
2014,Ошская область,Женщины,KG06,0.2
2018,Ошская область,Женщины,KG06,0.0
2019,Ошская область,Женщины,KG06,0.0
2010,Ошская область,Мужчины,KG06,3.2
2013,Ошская область,Мужчины,KG06,4.5
2014,Ошская область,Мужчины,KG06,1.5
2015,Ошская область,Мужчины,KG06,3.5
2016,Ошская область,Мужчины,KG06,1.9
2017,Ошская область,Мужчины,KG06,0.9
2018,Ошская область,Мужчины,KG06,5.2
2019,Ошская область,Мужчины,KG06,0.7
2020,Ошская область,Мужчины,KG06,2.199027
2021,Ошская область,Мужчины,KG06,1.691358
2010,Таласская область,,KG07,6.9
2013,Таласская область,,KG07,3.3
2014,Таласская область,,KG07,4.1
2015,Таласская область,,KG07,7.2
2016,Таласская область,,KG07,2.0
2017,Таласская область,,KG07,1.6
2018,Таласская область,,KG07,1.9
2019,Таласская область,,KG07,4.9
2020,Таласская область,,KG07,2.600519
2021,Таласская область,,KG07,1.834782
2010,Таласская область,Женщины,KG07,0.9
2014,Таласская область,Женщины,KG07,0.8
2018,Таласская область,Женщины,KG07,0.0
2019,Таласская область,Женщины,KG07,0.0
2020,Таласская область,Женщины,KG07,0.734932
2010,Таласская область,Мужчины,KG07,13.0
2013,Таласская область,Мужчины,KG07,6.6
2014,Таласская область,Мужчины,KG07,7.3
2015,Таласская область,Мужчины,KG07,14.3
2016,Таласская область,Мужчины,KG07,3.9
2017,Таласская область,Мужчины,KG07,3.1
2018,Таласская область,Мужчины,KG07,3.8
2019,Таласская область,Мужчины,KG07,9.7
2020,Таласская область,Мужчины,KG07,4.50755
2010,Чуйская область,,KG08,31.8
2013,Чуйская область,,KG08,20.4
2014,Чуйская область,,KG08,15.2
2015,Чуйская область,,KG08,12.3
2016,Чуйская область,,KG08,17.3
2017,Чуйская область,,KG08,11.3
2018,Чуйская область,,KG08,6.4
2019,Чуйская область,,KG08,5.8
2020,Чуйская область,,KG08,7.442368
2021,Чуйская область,,KG08,6.121156
2010,Чуйская область,Женщины,KG08,2.7
2013,Чуйская область,Женщины,KG08,0.5
2014,Чуйская область,Женщины,KG08,0.9
2015,Чуйская область,Женщины,KG08,1.6
2016,Чуйская область,Женщины,KG08,2.0
2017,Чуйская область,Женщины,KG08,0.4
2018,Чуйская область,Женщины,KG08,0.8
2019,Чуйская область,Женщины,KG08,0.4
2020,Чуйская область,Женщины,KG08,0.209922
2010,Чуйская область,Мужчины,KG08,61.9
2013,Чуйская область,Мужчины,KG08,41.1
2014,Чуйская область,Мужчины,KG08,29.9
2015,Чуйская область,Мужчины,KG08,23.3
2016,Чуйская область,Мужчины,KG08,33.1
2017,Чуйская область,Мужчины,KG08,22.5
2018,Чуйская область,Мужчины,KG08,12.2
2019,Чуйская область,Мужчины,KG08,11.3
2020,Чуйская область,Мужчины,KG08,14.458342
2021,Чуйская область,Мужчины,KG08,12.43794
2010,г. Бишкек,,KG11,37.2
2013,г. Бишкек,,KG11,22.1
2014,г. Бишкек,,KG11,23.3
2015,г. Бишкек,,KG11,16.0
2016,г. Бишкек,,KG11,20.7
2017,г. Бишкек,,KG11,9.1
2018,г. Бишкек,,KG11,13.2
2019,г. Бишкек,,KG11,6.4
2020,г. Бишкек,,KG11,3.947387
2021,г. Бишкек,,KG11,3.682356
2010,г. Бишкек,Женщины,KG11,6.6
2013,г. Бишкек,Женщины,KG11,2.1
2014,г. Бишкек,Женщины,KG11,4.6
2015,г. Бишкек,Женщины,KG11,0.8
2016,г. Бишкек,Женщины,KG11,1.2
2017,г. Бишкек,Женщины,KG11,0.9
2018,г. Бишкек,Женщины,KG11,0.9
2019,г. Бишкек,Женщины,KG11,0.0
2020,г. Бишкек,Женщины,KG11,0.200173
2021,г. Бишкек,Женщины,KG11,0.694332
2010,г. Бишкек,Мужчины,KG11,72.5
2013,г. Бишкек,Мужчины,KG11,45.1
2014,г. Бишкек,Мужчины,KG11,44.7
2015,г. Бишкек,Мужчины,KG11,33.5
2016,г. Бишкек,Мужчины,KG11,43.0
2017,г. Бишкек,Мужчины,KG11,18.3
2018,г. Бишкек,Мужчины,KG11,27.2
2019,г. Бишкек,Мужчины,KG11,13.7
2020,г. Бишкек,Мужчины,KG11,7.263991
2021,г. Бишкек,Мужчины,KG11,7.056499
2010,г. Ош,,KG21,15.5
2013,г. Ош,,KG21,5.3
2014,г. Ош,,KG21,6.7
2015,г. Ош,,KG21,16.8
2016,г. Ош,,KG21,13.3
2017,г. Ош,,KG21,2.8
2018,г. Ош,,KG21,9.9
2019,г. Ош,,KG21,2.9
2020,г. Ош,,KG21,3.466237
2021,г. Ош,,KG21,2.744773
2010,г. Ош,Женщины,KG21,1.5
2013,г. Ош,Женщины,KG21,0.7
2015,г. Ош,Женщины,KG21,0.7
2018,г. Ош,Женщины,KG21,2.0
2019,г. Ош,Женщины,KG21,0.6
2020,г. Ош,Женщины,KG21,0.0
2010,г. Ош,Мужчины,KG21,30.8
2013,г. Ош,Мужчины,KG21,10.3
2014,г. Ош,Мужчины,KG21,14.0
2015,г. Ош,Мужчины,KG21,34.2
2016,г. Ош,Мужчины,KG21,27.5
2017,г. Ош,Мужчины,KG21,5.8
2018,г. Ош,Мужчины,KG21,18.3
2019,г. Ош,Мужчины,KG21,5.4
2020,г. Ош,Мужчины,KG21,6.737884
2021,г. Ош,Мужчины,KG21,5.641855
