Year,Территория,Пол,GeoCode,Value
2007,Нарынская область,,KG04,5
2008,Нарынская область,,KG04,6
2010,Нарынская область,,KG04,7
2012,Нарынская область,,KG04,5
2013,Нарынская область,,KG04,8
2014,Нарынская область,,KG04,2
2015,Нарынская область,,KG04,9
2016,Нарынская область,,KG04,1
2017,Нарынская область,,KG04,2
2007,Нарынская область,Мужчины,KG04,4
2008,Нарынская область,Мужчины,KG04,4
2010,Нарынская область,Мужчины,KG04,4
2012,Нарынская область,Мужчины,KG04,4
2013,Нарынская область,Мужчины,KG04,5
2014,Нарынская область,Мужчины,KG04,2
2015,Нарынская область,Мужчины,KG04,6
2016,Нарынская область,Мужчины,KG04,1
2017,Нарынская область,Мужчины,KG04,2
2007,Нарынская область,Женщины,KG04,1
2008,Нарынская область,Женщины,KG04,2
2010,Нарынская область,Женщины,KG04,3
2012,Нарынская область,Женщины,KG04,1
2013,Нарынская область,Женщины,KG04,3
2015,Нарынская область,Женщины,KG04,3
2007,Ошская область,,KG06,6
2008,Ошская область,,KG06,96
2009,Ошская область,,KG06,2
2010,Ошская область,,KG06,19
2011,Ошская область,,KG06,11
2012,Ошская область,,KG06,22
2013,Ошская область,,KG06,5
2015,Ошская область,,KG06,10
2016,Ошская область,,KG06,1
2017,Ошская область,,KG06,35
2018,Ошская область,,KG06,1
2020,Ошская область,,KG06,7
2021,Ошская область,,KG06,17
2022,Ошская область,,KG06,6
2007,Ошская область,Мужчины,KG06,6
2008,Ошская область,Мужчины,KG06,50
2009,Ошская область,Мужчины,KG06,2
2010,Ошская область,Мужчины,KG06,12
2011,Ошская область,Мужчины,KG06,6
2012,Ошская область,Мужчины,KG06,16
2013,Ошская область,Мужчины,KG06,3
2015,Ошская область,Мужчины,KG06,7
2016,Ошская область,Мужчины,KG06,1
2017,Ошская область,Мужчины,KG06,17
2018,Ошская область,Мужчины,KG06,1
2020,Ошская область,Мужчины,KG06,7
2021,Ошская область,Мужчины,KG06,8
2022,Ошская область,Мужчины,KG06,1
2008,Ошская область,Женщины,KG06,46
2010,Ошская область,Женщины,KG06,7
2011,Ошская область,Женщины,KG06,5
2012,Ошская область,Женщины,KG06,6
2013,Ошская область,Женщины,KG06,2
2015,Ошская область,Женщины,KG06,3
2017,Ошская область,Женщины,KG06,18
2021,Ошская область,Женщины,KG06,9
2022,Ошская область,Женщины,KG06,5
2007,Таласская область,,KG07,1
2010,Таласская область,,KG07,4
2011,Таласская область,,KG07,6
2013,Таласская область,,KG07,5
2021,Таласская область,,KG07,9
2007,Таласская область,Мужчины,KG07,1
2010,Таласская область,Мужчины,KG07,3
2011,Таласская область,Мужчины,KG07,4
2013,Таласская область,Мужчины,KG07,4
2021,Таласская область,Мужчины,KG07,7
2010,Таласская область,Женщины,KG07,1
2011,Таласская область,Женщины,KG07,2
2013,Таласская область,Женщины,KG07,1
2021,Таласская область,Женщины,KG07,2
2007,Чуйская область,,KG08,35
2008,Чуйская область,,KG08,102
2009,Чуйская область,,KG08,19
2010,Чуйская область,,KG08,46
2011,Чуйская область,,KG08,41
2012,Чуйская область,,KG08,23
2013,Чуйская область,,KG08,22
2014,Чуйская область,,KG08,13
2015,Чуйская область,,KG08,15
2016,Чуйская область,,KG08,14
2017,Чуйская область,,KG08,55
2018,Чуйская область,,KG08,10
2019,Чуйская область,,KG08,6
2020,Чуйская область,,KG08,24
2021,Чуйская область,,KG08,20
2022,Чуйская область,,KG08,10
2007,Чуйская область,Мужчины,KG08,28
2008,Чуйская область,Мужчины,KG08,76
2009,Чуйская область,Мужчины,KG08,12
2010,Чуйская область,Мужчины,KG08,32
2011,Чуйская область,Мужчины,KG08,30
2012,Чуйская область,Мужчины,KG08,15
2013,Чуйская область,Мужчины,KG08,12
2014,Чуйская область,Мужчины,KG08,7
2015,Чуйская область,Мужчины,KG08,8
2016,Чуйская область,Мужчины,KG08,11
2017,Чуйская область,Мужчины,KG08,31
2018,Чуйская область,Мужчины,KG08,7
2019,Чуйская область,Мужчины,KG08,2
2020,Чуйская область,Мужчины,KG08,10
2021,Чуйская область,Мужчины,KG08,9
2022,Чуйская область,Мужчины,KG08,4
2007,Чуйская область,Женщины,KG08,7
2008,Чуйская область,Женщины,KG08,26
2009,Чуйская область,Женщины,KG08,7
2010,Чуйская область,Женщины,KG08,14
2011,Чуйская область,Женщины,KG08,11
2012,Чуйская область,Женщины,KG08,8
2013,Чуйская область,Женщины,KG08,10
2014,Чуйская область,Женщины,KG08,6
2015,Чуйская область,Женщины,KG08,7
2016,Чуйская область,Женщины,KG08,3
2017,Чуйская область,Женщины,KG08,24
2018,Чуйская область,Женщины,KG08,3
2019,Чуйская область,Женщины,KG08,4
2020,Чуйская область,Женщины,KG08,14
2021,Чуйская область,Женщины,KG08,11
2022,Чуйская область,Женщины,KG08,6
2007,г. Бишкек,,KG11,12
2008,г. Бишкек,,KG11,1
2010,г. Бишкек,,KG11,14
2011,г. Бишкек,,KG11,19
2012,г. Бишкек,,KG11,3
2014,г. Бишкек,,KG11,2
2016,г. Бишкек,,KG11,7
2007,г. Бишкек,Мужчины,KG11,9
2008,г. Бишкек,Мужчины,KG11,1
2010,г. Бишкек,Мужчины,KG11,9
2011,г. Бишкек,Мужчины,KG11,11
2012,г. Бишкек,Мужчины,KG11,2
2016,г. Бишкек,Мужчины,KG11,7
2007,г. Бишкек,Женщины,KG11,3
2010,г. Бишкек,Женщины,KG11,5
2011,г. Бишкек,Женщины,KG11,8
2012,г. Бишкек,Женщины,KG11,1
2014,г. Бишкек,Женщины,KG11,2
2007,г. Ош,,KG21,7
2010,г. Ош,,KG21,6
2011,г. Ош,,KG21,4
2015,г. Ош,,KG21,1
2018,г. Ош,,KG21,1
2007,г. Ош,Мужчины,KG21,5
2010,г. Ош,Мужчины,KG21,4
2011,г. Ош,Мужчины,KG21,2
2015,г. Ош,Мужчины,KG21,1
2018,г. Ош,Мужчины,KG21,1
2007,г. Ош,Женщины,KG21,2
2010,г. Ош,Женщины,KG21,2
2011,г. Ош,Женщины,KG21,2
