Year,Территория,Пол,Value
2015,Джалал-Абадская область,Мужчины,86.7
2016,Джалал-Абадская область,Мужчины,90.3
2017,Джалал-Абадская область,Мужчины,87.5
2018,Джалал-Абадская область,Мужчины,82.492292
2019,Джалал-Абадская область,Мужчины,70.478672
2020,Джалал-Абадская область,Мужчины,56.225754
2007,Иссык-Кульская область,,74.818397
2008,Иссык-Кульская область,,65.710142
2009,Иссык-Кульская область,,68.260473
2010,Иссык-Кульская область,,67.280621
2011,Иссык-Кульская область,,68.345501
2012,Иссык-Кульская область,,70.114091
2013,Иссык-Кульская область,,69.963198
2014,Иссык-Кульская область,,63.962325
2015,Иссык-Кульская область,,58.459621
2016,Иссык-Кульская область,,60.411219
2017,Иссык-Кульская область,,48.6
2018,Иссык-Кульская область,,48.933537
2019,Иссык-Кульская область,,50.313751
2020,Иссык-Кульская область,,28.457427
2007,Иссык-Кульская область,Женщины,57.509562
2008,Иссык-Кульская область,Женщины,56.84919
2009,Иссык-Кульская область,Женщины,57.58451
2010,Иссык-Кульская область,Женщины,55.0
2011,Иссык-Кульская область,Женщины,53.747679
2012,Иссык-Кульская область,Женщины,57.222843
2013,Иссык-Кульская область,Женщины,57.9
2014,Иссык-Кульская область,Женщины,51.3
2015,Иссык-Кульская область,Женщины,48.5
2016,Иссык-Кульская область,Женщины,53.8
2017,Иссык-Кульская область,Женщины,34.8
2018,Иссык-Кульская область,Женщины,34.802404
2019,Иссык-Кульская область,Женщины,37.584717
2020,Иссык-Кульская область,Женщины,20.524708
2007,Иссык-Кульская область,Мужчины,92.654432
2008,Иссык-Кульская область,Мужчины,74.822647
2009,Иссык-Кульская область,Мужчины,79.185677
2010,Иссык-Кульская область,Мужчины,79.8
2011,Иссык-Кульская область,Мужчины,83.206714
2012,Иссык-Кульская область,Мужчины,83.217008
2013,Иссык-Кульская область,Мужчины,82.2
2014,Иссык-Кульская область,Мужчины,76.8
2015,Иссык-Кульская область,Мужчины,68.5
2016,Иссык-Кульская область,Мужчины,67.1
2017,Иссык-Кульская область,Мужчины,62.4
2018,Иссык-Кульская область,Мужчины,63.187108
2019,Иссык-Кульская область,Мужчины,63.145201
2020,Иссык-Кульская область,Мужчины,36.325895
2007,Нарынская область,,89.134835
2008,Нарынская область,,101.241128
2009,Нарынская область,,97.171948
2010,Нарынская область,,103.928178
2011,Нарынская область,,95.240986
2012,Нарынская область,,105.056599
2013,Нарынская область,,90.465191
2014,Нарынская область,,98.190078
2015,Нарынская область,,84.752208
2016,Нарынская область,,77.322632
2017,Нарынская область,,59.5
2018,Нарынская область,,67.959771
2019,Нарынская область,,55.837828
2020,Нарынская область,,37.816152
2007,Нарынская область,Женщины,73.136894
2008,Нарынская область,Женщины,93.896008
2009,Нарынская область,Женщины,87.733728
2010,Нарынская область,Женщины,85.5
2011,Нарынская область,Женщины,86.159148
2012,Нарынская область,Женщины,83.765487
2013,Нарынская область,Женщины,76.0
2014,Нарынская область,Женщины,87.0
2015,Нарынская область,Женщины,75.0
2016,Нарынская область,Женщины,63.3
2017,Нарынская область,Женщины,49.0
2018,Нарынская область,Женщины,47.075606
2019,Нарынская область,Женщины,48.742238
2020,Нарынская область,Женщины,29.03228
2007,Нарынская область,Мужчины,104.664525
2008,Нарынская область,Мужчины,108.341574
2009,Нарынская область,Мужчины,106.394379
2010,Нарынская область,Мужчины,121.9
2011,Нарынская область,Мужчины,104.080869
2012,Нарынская область,Мужчины,125.735925
2013,Нарынская область,Мужчины,104.4
2014,Нарынская область,Мужчины,109.0
2015,Нарынская область,Мужчины,94.2
2016,Нарынская область,Мужчины,91.0
2017,Нарынская область,Мужчины,69.6
2018,Нарынская область,Мужчины,88.116038
2019,Нарынская область,Мужчины,62.681401
2020,Нарынская область,Мужчины,46.928626
2007,Ошская область,,102.866708
2008,Ошская область,,97.93957
2009,Ошская область,,99.503115
2010,Ошская область,,90.272855
2011,Ошская область,,86.981785
2012,Ошская область,,89.531841
2013,Ошская область,,97.423584
2014,Ошская область,,90.681619
2015,Ошская область,,91.237869
2016,Ошская область,,83.857442
2017,Ошская область,,84.4
2018,Ошская область,,75.003106
2019,Ошская область,,75.86951
2020,Ошская область,,51.382322
2007,Ошская область,Женщины,85.479058
2008,Ошская область,Женщины,79.853854
2009,Ошская область,Женщины,84.498903
2010,Ошская область,Женщины,83.3
2011,Ошская область,Женщины,78.306875
2012,Ошская область,Женщины,79.852654
2013,Ошская область,Женщины,89.2
2014,Ошская область,Женщины,82.7
2015,Ошская область,Женщины,83.8
2016,Ошская область,Женщины,78.4
2017,Ошская область,Женщины,73.3
2018,Ошская область,Женщины,68.791282
2019,Ошская область,Женщины,70.149044
2020,Ошская область,Женщины,45.862881
2007,Ошская область,Мужчины,120.175935
2008,Ошская область,Мужчины,115.965366
2009,Ошская область,Мужчины,114.268343
2010,Ошская область,Мужчины,97.1
2011,Ошская область,Мужчины,95.537626
2012,Ошская область,Мужчины,99.072585
2013,Ошская область,Мужчины,105.5
2014,Ошская область,Мужчины,98.5
2015,Ошская область,Мужчины,98.5
2016,Ошская область,Мужчины,89.2
2017,Ошская область,Мужчины,95.3
2018,Ошская область,Мужчины,81.086922
2019,Ошская область,Мужчины,81.465087
2020,Ошская область,Мужчины,57.028089
2007,Таласская область,,109.772016
2008,Таласская область,,98.863075
2009,Таласская область,,98.836801
2010,Таласская область,,105.89956
2011,Таласская область,,107.889182
2012,Таласская область,,96.876369
2013,Таласская область,,106.455247
2014,Таласская область,,101.925994
2015,Таласская область,,95.886509
2016,Таласская область,,83.723318
2017,Таласская область,,73.9
2018,Таласская область,,59.722977
2019,Таласская область,,56.142519
2020,Таласская область,,44.951835
2007,Таласская область,Женщины,86.911498
2008,Таласская область,Женщины,90.931636
2009,Таласская область,Женщины,76.560919
2010,Таласская область,Женщины,87.0
2011,Таласская область,Женщины,90.313258
2012,Таласская область,Женщины,85.593946
2013,Таласская область,Женщины,89.3
2014,Таласская область,Женщины,89.6
2015,Таласская область,Женщины,81.0
2016,Таласская область,Женщины,67.0
2017,Таласская область,Женщины,66.0
2018,Таласская область,Женщины,46.443942
2019,Таласская область,Женщины,44.202937
2020,Таласская область,Женщины,38.216467
2007,Таласская область,Мужчины,132.527127
2008,Таласская область,Мужчины,106.730401
2009,Таласская область,Мужчины,121.037767
2010,Таласская область,Мужчины,124.6
2011,Таласская область,Мужчины,125.307942
2012,Таласская область,Мужчины,108.024821
2013,Таласская область,Мужчины,123.4
2014,Таласская область,Мужчины,114.1
2015,Таласская область,Мужчины,110.5
2016,Таласская область,Мужчины,100.1
2017,Таласская область,Мужчины,81.6
2018,Таласская область,Мужчины,72.717357
2019,Таласская область,Мужчины,67.817831
2020,Таласская область,Мужчины,51.836827
2007,Чуйская область,,158.506191
2008,Чуйская область,,166.836568
2009,Чуйская область,,155.181689
2010,Чуйская область,,154.517607
2011,Чуйская область,,158.539192
2012,Чуйская область,,156.780391
2013,Чуйская область,,144.320612
2014,Чуйская область,,129.231041
2015,Чуйская область,,141.654663
2016,Чуйская область,,135.218207
2017,Чуйская область,,136.2
2018,Чуйская область,,124.217601
2019,Чуйская область,,119.199292
2020,Чуйская область,,82.176148
2007,Чуйская область,Женщины,125.927217
2008,Чуйская область,Женщины,125.534299
2009,Чуйская область,Женщины,117.922225
2010,Чуйская область,Женщины,125.0
2011,Чуйская область,Женщины,112.218882
2012,Чуйская область,Женщины,111.421405
2013,Чуйская область,Женщины,108.3
2014,Чуйская область,Женщины,108.3
2015,Чуйская область,Женщины,118.6
2016,Чуйская область,Женщины,111.0
2017,Чуйская область,Женщины,108.3
2018,Чуйская область,Женщины,99.197956
2019,Чуйская область,Женщины,93.086319
2020,Чуйская область,Женщины,66.965035
2007,Чуйская область,Мужчины,191.988363
2008,Чуйская область,Мужчины,209.227296
2009,Чуйская область,Мужчины,193.791585
2010,Чуйская область,Мужчины,185.1
2011,Чуйская область,Мужчины,206.421677
2012,Чуйская область,Мужчины,203.602691
2013,Чуйская область,Мужчины,181.5
2014,Чуйская область,Мужчины,150.8
2015,Чуйская область,Мужчины,165.4
2016,Чуйская область,Мужчины,160.2
2017,Чуйская область,Мужчины,165.0
2018,Чуйская область,Мужчины,150.009376
2019,Чуйская область,Мужчины,146.103584
2020,Чуйская область,Мужчины,96.931981
2007,г. Бишкек,,174.387607
2008,г. Бишкек,,123.075571
2009,г. Бишкек,,114.473037
2010,г. Бишкек,,113.112758
2011,г. Бишкек,,114.984154
2012,г. Бишкек,,123.691851
2013,г. Бишкек,,126.393198
2014,г. Бишкек,,133.511493
2015,г. Бишкек,,132.924152
2016,г. Бишкек,,114.6052
2017,г. Бишкек,,113.1
2018,г. Бишкек,,102.592405
2019,г. Бишкек,,95.33145
2020,г. Бишкек,,56.391242
2007,г. Бишкек,Женщины,121.389891
2008,г. Бишкек,Женщины,101.464217
2009,г. Бишкек,Женщины,90.39282
2010,г. Бишкек,Женщины,91.9
2011,г. Бишкек,Женщины,90.229385
2012,г. Бишкек,Женщины,97.405136
2013,г. Бишкек,Женщины,110.2
2014,г. Бишкек,Женщины,108.1
2015,г. Бишкек,Женщины,103.1
2016,г. Бишкек,Женщины,92.2
2017,г. Бишкек,Женщины,91.3
2018,г. Бишкек,Женщины,75.045722
2019,г. Бишкек,Женщины,69.840615
2020,г. Бишкек,Женщины,50.844031
2007,г. Бишкек,Мужчины,232.398826
2008,г. Бишкек,Мужчины,146.699891
2009,г. Бишкек,Мужчины,142.327909
2010,г. Бишкек,Мужчины,137.6
2011,г. Бишкек,Мужчины,143.529739
2012,г. Бишкек,Мужчины,153.949048
2013,г. Бишкек,Мужчины,145.0
2014,г. Бишкек,Мужчины,162.1
2015,г. Бишкек,Мужчины,167.0
2016,г. Бишкек,Мужчины,140.2
2017,г. Бишкек,Мужчины,137.8
2018,г. Бишкек,Мужчины,133.887972
2019,г. Бишкек,Мужчины,124.207562
2020,г. Бишкек,Мужчины,61.300999
2007,г. Ош,,103.296686
2008,г. Ош,,99.531522
2009,г. Ош,,99.784188
2010,г. Ош,,85.444525
2011,г. Ош,,88.724902
2012,г. Ош,,98.392408
2013,г. Ош,,83.705251
2014,г. Ош,,103.082002
2015,г. Ош,,89.736358
2016,г. Ош,,92.52618
2017,г. Ош,,89.7
2018,г. Ош,,84.314452
2019,г. Ош,,79.086776
2020,г. Ош,,54.829571
2007,г. Ош,Женщины,83.113365
2008,г. Ош,Женщины,63.749059
2009,г. Ош,Женщины,82.603422
2010,г. Ош,Женщины,68.0
2011,г. Ош,Женщины,75.035079
2012,г. Ош,Женщины,78.139535
2013,г. Ош,Женщины,64.4
2014,г. Ош,Женщины,92.2
2015,г. Ош,Женщины,78.5
2016,г. Ош,Женщины,77.6
2017,г. Ош,Женщины,75.3
2018,г. Ош,Женщины,83.024189
2019,г. Ош,Женщины,76.750352
2020,г. Ош,Женщины,58.407045
2007,г. Ош,Мужчины,125.184647
2008,г. Ош,Мужчины,138.35178
2009,г. Ош,Мужчины,118.375597
2010,г. Ош,Мужчины,104.4
2011,г. Ош,Мужчины,103.609189
2012,г. Ош,Мужчины,120.379721
2013,г. Ош,Мужчины,104.5
2014,г. Ош,Мужчины,114.8
2015,г. Ош,Мужчины,101.8
2016,г. Ош,Мужчины,108.5
2017,г. Ош,Мужчины,105.2
2018,г. Ош,Мужчины,85.689803
2019,г. Ош,Мужчины,81.569918
2020,г. Ош,Мужчины,51.452933
