Year,Reference area,Sex,GeoCode,Value
2015,Jalal-Abad,Male,KG03,2.5
2016,Jalal-Abad,Male,KG03,4.0
2017,Jalal-Abad,Male,KG03,3.7
2018,Jalal-Abad,Male,KG03,3.0
2019,Jalal-Abad,Male,KG03,1.3
2020,Jalal-Abad,Male,KG03,0.966632
2021,Jalal-Abad,Male,KG03,1.249723
2010,Issyk-Kul,,KG02,2.9
2013,Issyk-Kul,,KG02,4.8
2014,Issyk-Kul,,KG02,5.0
2015,Issyk-Kul,,KG02,6.4
2016,Issyk-Kul,,KG02,3.6
2017,Issyk-Kul,,KG02,5.8
2018,Issyk-Kul,,KG02,0.6
2019,Issyk-Kul,,KG02,0.2
2020,Issyk-Kul,,KG02,0.200404
2021,Issyk-Kul,,KG02,0.198445
2015,Issyk-Kul,Female,KG02,0.4
2018,Issyk-Kul,Female,KG02,0.0
2019,Issyk-Kul,Female,KG02,0.0
2010,Issyk-Kul,Male,KG02,5.9
2013,Issyk-Kul,Male,KG02,9.7
2014,Issyk-Kul,Male,KG02,10.0
2015,Issyk-Kul,Male,KG02,12.5
2016,Issyk-Kul,Male,KG02,7.2
2017,Issyk-Kul,Male,KG02,11.7
2018,Issyk-Kul,Male,KG02,1.2
2019,Issyk-Kul,Male,KG02,0.4
2020,Issyk-Kul,Male,KG02,0.399186
2021,Issyk-Kul,Male,KG02,0.398619
2010,Naryn,,KG04,1.9
2013,Naryn,,KG04,0.4
2014,Naryn,,KG04,3.7
2015,Naryn,,KG04,1.4
2017,Naryn,,KG04,1.1
2018,Naryn,,KG04,0.4
2019,Naryn,,KG04,0.3
2020,Naryn,,KG04,0.343783
2021,Naryn,,KG04,0.0
2010,Naryn,Female,KG04,0.8
2014,Naryn,Female,KG04,0.7
2018,Naryn,Female,KG04,0.0
2019,Naryn,Female,KG04,0.0
2010,Naryn,Male,KG04,3.0
2013,Naryn,Male,KG04,0.7
2014,Naryn,Male,KG04,6.5
2015,Naryn,Male,KG04,2.9
2017,Naryn,Male,KG04,2.1
2018,Naryn,Male,KG04,0.7
2019,Naryn,Male,KG04,0.7
2020,Naryn,Male,KG04,0.700427
2021,Naryn,Male,KG04,0.0
2010,Osh,,KG06,1.6
2013,Osh,,KG06,2.3
2014,Osh,,KG06,0.8
2015,Osh,,KG06,1.8
2016,Osh,,KG06,0.9
2017,Osh,,KG06,0.5
2018,Osh,,KG06,2.6
2019,Osh,,KG06,0.4
2020,Osh,,KG06,1.087073
2021,Osh,,KG06,0.855213
2014,Osh,Female,KG06,0.2
2018,Osh,Female,KG06,0.0
2019,Osh,Female,KG06,0.0
2010,Osh,Male,KG06,3.2
2013,Osh,Male,KG06,4.5
2014,Osh,Male,KG06,1.5
2015,Osh,Male,KG06,3.5
2016,Osh,Male,KG06,1.9
2017,Osh,Male,KG06,0.9
2018,Osh,Male,KG06,5.2
2019,Osh,Male,KG06,0.7
2020,Osh,Male,KG06,2.199027
2021,Osh,Male,KG06,1.691358
2010,Talas,,KG07,6.9
2013,Talas,,KG07,3.3
2014,Talas,,KG07,4.1
2015,Talas,,KG07,7.2
2016,Talas,,KG07,2.0
2017,Talas,,KG07,1.6
2018,Talas,,KG07,1.9
2019,Talas,,KG07,4.9
2020,Talas,,KG07,2.600519
2021,Talas,,KG07,1.834782
2010,Talas,Female,KG07,0.9
2014,Talas,Female,KG07,0.8
2018,Talas,Female,KG07,0.0
2019,Talas,Female,KG07,0.0
2020,Talas,Female,KG07,0.734932
2010,Talas,Male,KG07,13.0
2013,Talas,Male,KG07,6.6
2014,Talas,Male,KG07,7.3
2015,Talas,Male,KG07,14.3
2016,Talas,Male,KG07,3.9
2017,Talas,Male,KG07,3.1
2018,Talas,Male,KG07,3.8
2019,Talas,Male,KG07,9.7
2020,Talas,Male,KG07,4.50755
2010,Chui,,KG08,31.8
2013,Chui,,KG08,20.4
2014,Chui,,KG08,15.2
2015,Chui,,KG08,12.3
2016,Chui,,KG08,17.3
2017,Chui,,KG08,11.3
2018,Chui,,KG08,6.4
2019,Chui,,KG08,5.8
2020,Chui,,KG08,7.442368
2021,Chui,,KG08,6.121156
2010,Chui,Female,KG08,2.7
2013,Chui,Female,KG08,0.5
2014,Chui,Female,KG08,0.9
2015,Chui,Female,KG08,1.6
2016,Chui,Female,KG08,2.0
2017,Chui,Female,KG08,0.4
2018,Chui,Female,KG08,0.8
2019,Chui,Female,KG08,0.4
2020,Chui,Female,KG08,0.209922
2010,Chui,Male,KG08,61.9
2013,Chui,Male,KG08,41.1
2014,Chui,Male,KG08,29.9
2015,Chui,Male,KG08,23.3
2016,Chui,Male,KG08,33.1
2017,Chui,Male,KG08,22.5
2018,Chui,Male,KG08,12.2
2019,Chui,Male,KG08,11.3
2020,Chui,Male,KG08,14.458342
2021,Chui,Male,KG08,12.43794
2010,Bishkek (city),,KG11,37.2
2013,Bishkek (city),,KG11,22.1
2014,Bishkek (city),,KG11,23.3
2015,Bishkek (city),,KG11,16.0
2016,Bishkek (city),,KG11,20.7
2017,Bishkek (city),,KG11,9.1
2018,Bishkek (city),,KG11,13.2
2019,Bishkek (city),,KG11,6.4
2020,Bishkek (city),,KG11,3.947387
2021,Bishkek (city),,KG11,3.682356
2010,Bishkek (city),Female,KG11,6.6
2013,Bishkek (city),Female,KG11,2.1
2014,Bishkek (city),Female,KG11,4.6
2015,Bishkek (city),Female,KG11,0.8
2016,Bishkek (city),Female,KG11,1.2
2017,Bishkek (city),Female,KG11,0.9
2018,Bishkek (city),Female,KG11,0.9
2019,Bishkek (city),Female,KG11,0.0
2020,Bishkek (city),Female,KG11,0.200173
2021,Bishkek (city),Female,KG11,0.694332
2010,Bishkek (city),Male,KG11,72.5
2013,Bishkek (city),Male,KG11,45.1
2014,Bishkek (city),Male,KG11,44.7
2015,Bishkek (city),Male,KG11,33.5
2016,Bishkek (city),Male,KG11,43.0
2017,Bishkek (city),Male,KG11,18.3
2018,Bishkek (city),Male,KG11,27.2
2019,Bishkek (city),Male,KG11,13.7
2020,Bishkek (city),Male,KG11,7.263991
2021,Bishkek (city),Male,KG11,7.056499
2010,Osh (city),,KG21,15.5
2013,Osh (city),,KG21,5.3
2014,Osh (city),,KG21,6.7
2015,Osh (city),,KG21,16.8
2016,Osh (city),,KG21,13.3
2017,Osh (city),,KG21,2.8
2018,Osh (city),,KG21,9.9
2019,Osh (city),,KG21,2.9
2020,Osh (city),,KG21,3.466237
2021,Osh (city),,KG21,2.744773
2010,Osh (city),Female,KG21,1.5
2013,Osh (city),Female,KG21,0.7
2015,Osh (city),Female,KG21,0.7
2018,Osh (city),Female,KG21,2.0
2019,Osh (city),Female,KG21,0.6
2020,Osh (city),Female,KG21,0.0
2010,Osh (city),Male,KG21,30.8
2013,Osh (city),Male,KG21,10.3
2014,Osh (city),Male,KG21,14.0
2015,Osh (city),Male,KG21,34.2
2016,Osh (city),Male,KG21,27.5
2017,Osh (city),Male,KG21,5.8
2018,Osh (city),Male,KG21,18.3
2019,Osh (city),Male,KG21,5.4
2020,Osh (city),Male,KG21,6.737884
2021,Osh (city),Male,KG21,5.641855
