Year,Территория,Пол,GeoCode,Value
2015,Ошская область,Мужчины,KG06,4.5
2016,Ошская область,Мужчины,KG06,6.8
2017,Ошская область,Мужчины,KG06,6.5
2018,Ошская область,Мужчины,KG06,5.813217
2019,Ошская область,Мужчины,KG06,5.255812
2020,Ошская область,Мужчины,KG06,1.612619
2021,Ошская область,Мужчины,KG06,3.523663
2007,Таласская область,,KG07,7.635028
2008,Таласская область,,KG07,5.776699
2009,Таласская область,,KG07,4.832
2010,Таласская область,,KG07,11.284379
2011,Таласская область,,KG07,8.134502
2012,Таласская область,,KG07,8.424032
2013,Таласская область,,KG07,7.9
2014,Таласская область,,KG07,6.5
2015,Таласская область,,KG07,5.2
2016,Таласская область,,KG07,6.3
2017,Таласская область,,KG07,3.9
2018,Таласская область,,KG07,2.679877
2019,Таласская область,,KG07,1.883977
2020,Таласская область,,KG07,0.371503
2021,Таласская область,,KG07,1.467825
2007,Таласская область,Женщины,KG07,10.776346
2008,Таласская область,Женщины,KG07,7.11383
2009,Таласская область,Женщины,KG07,3.520042
2010,Таласская область,Женщины,KG07,13.05733
2011,Таласская область,Женщины,KG07,6.020884
2012,Таласская область,Женщины,KG07,6.779718
2013,Таласская область,Женщины,KG07,5.0
2014,Таласская область,Женщины,KG07,5.8
2015,Таласская область,Женщины,KG07,2.4
2016,Таласская область,Женщины,KG07,5.6
2017,Таласская область,Женщины,KG07,1.6
2018,Таласская область,Женщины,KG07,3.096263
2019,Таласская область,Женщины,KG07,1.524239
2020,Таласская область,Женщины,KG07,0.0
2021,Таласская область,Женщины,KG07,0.741559
2007,Таласская область,Мужчины,KG07,4.492242
2008,Таласская область,Мужчины,KG07,4.441089
2009,Таласская область,Мужчины,KG07,6.139597
2010,Таласская область,Мужчины,KG07,9.521419
2011,Таласская область,Мужчины,KG07,10.22922
2012,Таласская область,Мужчины,KG07,10.048821
2013,Таласская область,Мужчины,KG07,10.7
2014,Таласская область,Мужчины,KG07,7.3
2015,Таласская область,Мужчины,KG07,8.0
2016,Таласская область,Мужчины,KG07,7.0
2017,Таласская область,Мужчины,KG07,6.2
2018,Таласская область,Мужчины,KG07,2.272417
2019,Таласская область,Мужчины,KG07,2.235753
2020,Таласская область,Мужчины,KG07,0.751258
2021,Таласская область,Мужчины,KG07,2.179266
2007,Чуйская область,,KG08,12.255614
2008,Чуйская область,,KG08,13.153626
2009,Чуйская область,,KG08,11.182041
2010,Чуйская область,,KG08,6.530648
2011,Чуйская область,,KG08,10.259855
2012,Чуйская область,,KG08,8.790298
2013,Чуйская область,,KG08,6.6
2014,Чуйская область,,KG08,6.5
2015,Чуйская область,,KG08,5.8
2016,Чуйская область,,KG08,5.4
2017,Чуйская область,,KG08,4.8
2018,Чуйская область,,KG08,6.334346
2019,Чуйская область,,KG08,5.049926
2020,Чуйская область,,KG08,2.894254
2021,Чуйская область,,KG08,1.530289
2007,Чуйская область,Женщины,KG08,9.181073
2008,Чуйская область,Женщины,KG08,8.612184
2009,Чуйская область,Женщины,KG08,7.080216
2010,Чуйская область,Женщины,KG08,6.056436
2011,Чуйская область,Женщины,KG08,8.891004
2012,Чуйская область,Женщины,KG08,7.112005
2013,Чуйская область,Женщины,KG08,6.3
2014,Чуйская область,Женщины,KG08,3.9
2015,Чуйская область,Женщины,KG08,4.7
2016,Чуйская область,Женщины,KG08,4.2
2017,Чуйская область,Женщины,KG08,2.6
2018,Чуйская область,Женщины,KG08,4.864719
2019,Чуйская область,Женщины,KG08,3.731746
2020,Чуйская область,Женщины,KG08,2.728983
2021,Чуйская область,Женщины,KG08,0.803516
2007,Чуйская область,Мужчины,KG08,15.445168
2008,Чуйская область,Мужчины,KG08,17.863614
2009,Чуйская область,Мужчины,KG08,15.432489
2010,Чуйская область,Мужчины,KG08,7.021521
2011,Чуйская область,Мужчины,KG08,11.674872
2012,Чуйская область,Мужчины,KG08,10.522735
2013,Чуйская область,Мужчины,KG08,7.0
2014,Чуйская область,Мужчины,KG08,9.2
2015,Чуйская область,Мужчины,KG08,6.9
2016,Чуйская область,Мужчины,KG08,6.6
2017,Чуйская область,Мужчины,KG08,7.1
2018,Чуйская область,Мужчины,KG08,7.849328
2019,Чуйская область,Мужчины,KG08,6.408052
2020,Чуйская область,Мужчины,KG08,3.054579
2021,Чуйская область,Мужчины,KG08,2.280289
2007,г. Бишкек,,KG11,19.444499
2008,г. Бишкек,,KG11,16.559633
2009,г. Бишкек,,KG11,18.582512
2010,г. Бишкек,,KG11,17.465079
2011,г. Бишкек,,KG11,16.607541
2012,г. Бишкек,,KG11,17.864088
2013,г. Бишкек,,KG11,10.1
2014,г. Бишкек,,KG11,9.5
2015,г. Бишкек,,KG11,7.9
2016,г. Бишкек,,KG11,10.1
2017,г. Бишкек,,KG11,10.1
2018,г. Бишкек,,KG11,8.968212
2019,г. Бишкек,,KG11,5.189414
2020,г. Бишкек,,KG11,3.947387
2021,г. Бишкек,,KG11,2.301473
2007,г. Бишкек,Женщины,KG11,15.310366
2008,г. Бишкек,Женщины,KG11,11.046411
2009,г. Бишкек,Женщины,KG11,10.882674
2010,г. Бишкек,Женщины,KG11,9.84267
2011,г. Бишкек,Женщины,KG11,10.76723
2012,г. Бишкек,Женщины,KG11,7.817766
2013,г. Бишкек,Женщины,KG11,7.4
2014,г. Бишкек,Женщины,KG11,7.1
2015,г. Бишкек,Женщины,KG11,4.6
2016,г. Бишкек,Женщины,KG11,7.0
2017,г. Бишкек,Женщины,KG11,7.6
2018,г. Бишкек,Женщины,KG11,5.929539
2019,г. Бишкек,Женщины,KG11,2.894948
2020,г. Бишкек,Женщины,KG11,3.60312
2021,г. Бишкек,Женщины,KG11,1.735831
2007,г. Бишкек,Мужчины,KG11,24.204157
2008,г. Бишкек,Мужчины,KG11,22.932791
2009,г. Бишкек,Мужчины,KG11,27.489325
2010,г. Бишкек,Мужчины,KG11,26.266739
2011,г. Бишкек,Мужчины,KG11,23.342207
2012,г. Бишкек,Мужчины,KG11,29.427859
2013,г. Бишкек,Мужчины,KG11,13.1
2014,г. Бишкек,Мужчины,KG11,12.3
2015,г. Бишкек,Мужчины,KG11,11.8
2016,г. Бишкек,Мужчины,KG11,13.7
2017,г. Бишкек,Мужчины,KG11,12.9
2018,г. Бишкек,Мужчины,KG11,12.420425
2019,г. Бишкек,Мужчины,KG11,7.788593
2020,г. Бишкек,Мужчины,KG11,4.252092
2021,г. Бишкек,Мужчины,KG11,2.940208
2007,г. Ош,,KG21,40.964579
2008,г. Ош,,KG21,24.854562
2009,г. Ош,,KG21,23.592385
2010,г. Ош,,KG21,13.593447
2011,г. Ош,,KG21,19.152071
2012,г. Ош,,KG21,29.440248
2013,г. Ош,,KG21,21.3
2014,г. Ош,,KG21,24.7
2015,г. Ош,,KG21,22.3
2016,г. Ош,,KG21,14.0
2017,г. Ош,,KG21,4.9
2018,г. Ош,,KG21,7.479508
2019,г. Ош,,KG21,4.575268
2020,г. Ош,,KG21,0.0
2021,г. Ош,,KG21,1.219899
2007,г. Ош,Женщины,KG21,35.243744
2008,г. Ош,Женщины,KG21,19.402116
2009,г. Ош,Женщины,KG21,14.139324
2010,г. Ош,Женщины,KG21,11.947431
2011,г. Ош,Женщины,KG21,11.255262
2012,г. Ош,Женщины,KG21,20.837209
2013,г. Ош,Женщины,KG21,12.4
2014,г. Ош,Женщины,KG21,20.9
2015,г. Ош,Женщины,KG21,14.9
2016,г. Ош,Женщины,KG21,12.5
2017,г. Ош,Женщины,KG21,4.1
2018,г. Ош,Женщины,KG21,3.953533
2019,г. Ош,Женщины,KG21,2.537202
2020,г. Ош,Женщины,KG21,0.0
2021,г. Ош,Женщины,KG21,1.187832
2007,г. Ош,Мужчины,KG21,47.169044
2008,г. Ош,Мужчины,KG21,30.771224
2009,г. Ош,Мужчины,KG21,33.821599
2010,г. Ош,Мужчины,KG21,15.377518
2011,г. Ош,Мужчины,KG21,27.737893
2012,г. Ош,Мужчины,KG21,38.780044
2013,г. Ош,Мужчины,KG21,30.9
2014,г. Ош,Мужчины,KG21,28.7
2015,г. Ош,Мужчины,KG21,30.4
2016,г. Ош,Мужчины,KG21,15.6
2017,г. Ош,Мужчины,KG21,5.8
2018,г. Ош,Мужчины,KG21,11.238007
2019,г. Ош,Мужчины,KG21,6.741316
2020,г. Ош,Мужчины,KG21,0.0
2021,г. Ош,Мужчины,KG21,1.253746
