Year,concept.REF_AREA,concept.SEX,Value
2018,code.KG02,code.M,632.0
2007,code.KG04,,891.0
2008,code.KG04,,1012.0
2009,code.KG04,,972.0
2010,code.KG04,,1039.0
2011,code.KG04,,952.0
2012,code.KG04,,1051.0
2013,code.KG04,,905.0
2014,code.KG04,,982.0
2015,code.KG04,,848.0
2016,code.KG04,,773.0
2017,code.KG04,,59.5
2018,code.KG04,,680.0
2007,code.KG04,code.F,731.0
2008,code.KG04,code.F,939.0
2009,code.KG04,code.F,877.0
2010,code.KG04,code.F,855.0
2011,code.KG04,code.F,862.0
2012,code.KG04,code.F,838.0
2013,code.KG04,code.F,760.0
2014,code.KG04,code.F,870.0
2015,code.KG04,code.F,750.0
2016,code.KG04,code.F,633.0
2017,code.KG04,code.F,490.0
2018,code.KG04,code.F,471.0
2007,code.KG04,code.M,1047.0
2008,code.KG04,code.M,1083.0
2009,code.KG04,code.M,1064.0
2010,code.KG04,code.M,1219.0
2011,code.KG04,code.M,1041.0
2012,code.KG04,code.M,1257.0
2013,code.KG04,code.M,1044.0
2014,code.KG04,code.M,1090.0
2015,code.KG04,code.M,942.0
2016,code.KG04,code.M,910.0
2017,code.KG04,code.M,69.6
2018,code.KG04,code.M,881.0
2007,code.KG06,,1029.0
2008,code.KG06,,979.0
2009,code.KG06,,995.0
2010,code.KG06,,903.0
2011,code.KG06,,870.0
2012,code.KG06,,895.0
2013,code.KG06,,974.0
2014,code.KG06,,907.0
2015,code.KG06,,912.0
2016,code.KG06,,839.0
2017,code.KG06,,84.4
2018,code.KG06,,750.0
2007,code.KG06,code.F,855.0
2008,code.KG06,code.F,799.0
2009,code.KG06,code.F,845.0
2010,code.KG06,code.F,833.0
2011,code.KG06,code.F,783.0
2012,code.KG06,code.F,799.0
2013,code.KG06,code.F,892.0
2014,code.KG06,code.F,827.0
2015,code.KG06,code.F,838.0
2016,code.KG06,code.F,784.0
2017,code.KG06,code.F,73.3
2018,code.KG06,code.F,688.0
2007,code.KG06,code.M,1202.0
2008,code.KG06,code.M,1160.0
2009,code.KG06,code.M,1143.0
2010,code.KG06,code.M,971.0
2011,code.KG06,code.M,955.0
2012,code.KG06,code.M,991.0
2013,code.KG06,code.M,1055.0
2014,code.KG06,code.M,985.0
2015,code.KG06,code.M,985.0
2016,code.KG06,code.M,892.0
2017,code.KG06,code.M,95.3
2018,code.KG06,code.M,811.0
2007,code.KG07,,1098.0
2008,code.KG07,,989.0
2009,code.KG07,,988.0
2010,code.KG07,,1059.0
2011,code.KG07,,1079.0
2012,code.KG07,,969.0
2013,code.KG07,,1065.0
2014,code.KG07,,1019.0
2015,code.KG07,,959.0
2016,code.KG07,,837.0
2017,code.KG07,,73.9
2018,code.KG07,,597.0
2007,code.KG07,code.F,869.0
2008,code.KG07,code.F,909.0
2009,code.KG07,code.F,766.0
2010,code.KG07,code.F,870.0
2011,code.KG07,code.F,903.0
2012,code.KG07,code.F,856.0
2013,code.KG07,code.F,893.0
2014,code.KG07,code.F,896.0
2015,code.KG07,code.F,810.0
2016,code.KG07,code.F,670.0
2017,code.KG07,code.F,660.0
2018,code.KG07,code.F,464.0
2007,code.KG07,code.M,1325.0
2008,code.KG07,code.M,1067.0
2009,code.KG07,code.M,1210.0
2010,code.KG07,code.M,1246.0
2011,code.KG07,code.M,1253.0
2012,code.KG07,code.M,1080.0
2013,code.KG07,code.M,1234.0
2014,code.KG07,code.M,1141.0
2015,code.KG07,code.M,1105.0
2016,code.KG07,code.M,1001.0
2017,code.KG07,code.M,81.6
2018,code.KG07,code.M,727.0
2007,code.KG08,,1585.0
2008,code.KG08,,1668.0
2009,code.KG08,,1552.0
2010,code.KG08,,1545.0
2011,code.KG08,,1585.0
2012,code.KG08,,1568.0
2013,code.KG08,,1443.0
2014,code.KG08,,1292.0
2015,code.KG08,,1417.0
2016,code.KG08,,1352.0
2017,code.KG08,,136.2
2018,code.KG08,,1242.0
2007,code.KG08,code.F,1259.0
2008,code.KG08,code.F,1255.0
2009,code.KG08,code.F,1179.0
2010,code.KG08,code.F,1250.0
2011,code.KG08,code.F,1122.0
2012,code.KG08,code.F,1114.0
2013,code.KG08,code.F,1083.0
2014,code.KG08,code.F,1083.0
2015,code.KG08,code.F,1186.0
2016,code.KG08,code.F,1110.0
2017,code.KG08,code.F,108.3
2018,code.KG08,code.F,992.0
2007,code.KG08,code.M,1920.0
2008,code.KG08,code.M,2092.0
2009,code.KG08,code.M,1938.0
2010,code.KG08,code.M,1851.0
2011,code.KG08,code.M,2064.0
2012,code.KG08,code.M,2036.0
2013,code.KG08,code.M,1815.0
2014,code.KG08,code.M,1508.0
2015,code.KG08,code.M,1654.0
2016,code.KG08,code.M,1602.0
2017,code.KG08,code.M,165.0
2018,code.KG08,code.M,1500.0
2007,code.KG11,,1744.0
2008,code.KG11,,1231.0
2009,code.KG11,,1145.0
2010,code.KG11,,1131.0
2011,code.KG11,,1150.0
2012,code.KG11,,1237.0
2013,code.KG11,,1264.0
2014,code.KG11,,1335.0
2015,code.KG11,,1329.0
2016,code.KG11,,1146.0
2017,code.KG11,,113.1
2018,code.KG11,,1026.0
2007,code.KG11,code.F,1214.0
2008,code.KG11,code.F,1015.0
2009,code.KG11,code.F,904.0
2010,code.KG11,code.F,919.0
2011,code.KG11,code.F,902.0
2012,code.KG11,code.F,974.0
2013,code.KG11,code.F,1102.0
2014,code.KG11,code.F,1081.0
2015,code.KG11,code.F,1031.0
2016,code.KG11,code.F,922.0
2017,code.KG11,code.F,91.3
2018,code.KG11,code.F,750.0
2007,code.KG11,code.M,2324.0
2008,code.KG11,code.M,1467.0
2009,code.KG11,code.M,1423.0
2010,code.KG11,code.M,1376.0
2011,code.KG11,code.M,1435.0
2012,code.KG11,code.M,1539.0
2013,code.KG11,code.M,1450.0
2014,code.KG11,code.M,1621.0
2015,code.KG11,code.M,1670.0
2016,code.KG11,code.M,1402.0
2017,code.KG11,code.M,137.8
2018,code.KG11,code.M,1339.0
2007,code.KG21,,1033.0
2008,code.KG21,,995.0
2009,code.KG21,,998.0
2010,code.KG21,,854.0
2011,code.KG21,,887.0
2012,code.KG21,,984.0
2013,code.KG21,,837.0
2014,code.KG21,,1031.0
2015,code.KG21,,897.0
2016,code.KG21,,925.0
2017,code.KG21,,89.7
2018,code.KG21,,843.0
2007,code.KG21,code.F,831.0
2008,code.KG21,code.F,637.0
2009,code.KG21,code.F,826.0
2010,code.KG21,code.F,680.0
2011,code.KG21,code.F,750.0
2012,code.KG21,code.F,781.0
2013,code.KG21,code.F,644.0
2014,code.KG21,code.F,922.0
2015,code.KG21,code.F,785.0
2016,code.KG21,code.F,776.0
2017,code.KG21,code.F,75.3
2018,code.KG21,code.F,830.0
2007,code.KG21,code.M,1252.0
2008,code.KG21,code.M,1384.0
2009,code.KG21,code.M,1184.0
2010,code.KG21,code.M,1044.0
2011,code.KG21,code.M,1036.0
2012,code.KG21,code.M,1204.0
2013,code.KG21,code.M,1045.0
2014,code.KG21,code.M,1148.0
2015,code.KG21,code.M,1018.0
2016,code.KG21,code.M,1085.0
2017,code.KG21,code.M,105.2
2018,code.KG21,code.M,857.0
