Year,Территория,Пол,Value
2011,Джалал-Абадская область,Женщины,7.279693
2012,Джалал-Абадская область,Женщины,9.02595
2013,Джалал-Абадская область,Женщины,7.923346
2014,Джалал-Абадская область,Женщины,4.695684
2015,Джалал-Абадская область,Женщины,6.903877
2016,Джалал-Абадская область,Женщины,5.381944
2017,Джалал-Абадская область,Женщины,4.432322
2018,Джалал-Абадская область,Женщины,5.02008
2019,Джалал-Абадская область,Женщины,3.281917
2020,Джалал-Абадская область,Женщины,3.9
2007,Иссык-Кульская область,,32.5
2008,Иссык-Кульская область,,29.3
2009,Иссык-Кульская область,,23.2
2010,Иссык-Кульская область,,27.319937
2011,Иссык-Кульская область,,32.489357
2012,Иссык-Кульская область,,26.62525
2013,Иссык-Кульская область,,35.307018
2014,Иссык-Кульская область,,23.850824
2015,Иссык-Кульская область,,27.837259
2016,Иссык-Кульская область,,22.813688
2017,Иссык-Кульская область,,25.838716
2018,Иссык-Кульская область,,18.503289
2019,Иссык-Кульская область,,19.476567
2020,Иссык-Кульская область,,17.2
2007,Иссык-Кульская область,Мужчины,53.295933
2008,Иссык-Кульская область,Мужчины,44.588946
2009,Иссык-Кульская область,Мужчины,39.576622
2010,Иссык-Кульская область,Мужчины,43.79562
2011,Иссык-Кульская область,Мужчины,47.468354
2012,Иссык-Кульская область,Мужчины,39.373602
2013,Иссык-Кульская область,Мужчины,51.701281
2014,Иссык-Кульская область,Мужчины,35.371179
2015,Иссык-Кульская область,Мужчины,42.672414
2016,Иссык-Кульская область,Мужчины,36.53356
2017,Иссык-Кульская область,Мужчины,41.457286
2018,Иссык-Кульская область,Мужчины,29.727498
2019,Иссык-Кульская область,Мужчины,32.179226
2020,Иссык-Кульская область,Мужчины,25.4
2007,Иссык-Кульская область,Женщины,12.26158
2008,Иссык-Кульская область,Женщины,14.473089
2009,Иссык-Кульская область,Женщины,7.20072
2010,Иссык-Кульская область,Женщины,11.175682
2011,Иссык-Кульская область,Женщины,17.76988
2012,Иссык-Кульская область,Женщины,14.084507
2013,Иссык-Кульская область,Женщины,19.15542
2014,Иссык-Кульская область,Женщины,12.489233
2015,Иссык-Кульская область,Женщины,13.191489
2016,Иссык-Кульская область,Женщины,9.243697
2017,Иссык-Кульская область,Женщины,10.369141
2018,Иссык-Кульская область,Женщины,7.371007
2019,Иссык-Кульская область,Женщины,6.871463
2020,Иссык-Кульская область,Женщины,9.2
2007,Нарынская область,,29.2
2008,Нарынская область,,26.4
2009,Нарынская область,,28.3
2010,Нарынская область,,27.617952
2011,Нарынская область,,26.93475
2012,Нарынская область,,27.016886
2013,Нарынская область,,24.842418
2014,Нарынская область,,28.937729
2015,Нарынская область,,30.785947
2016,Нарынская область,,19.685039
2017,Нарынская область,,26.548673
2018,Нарынская область,,24.877365
2019,Нарынская область,,23.586542
2020,Нарынская область,,16.5
2007,Нарынская область,Мужчины,43.947571
2008,Нарынская область,Мужчины,43.879908
2009,Нарынская область,Мужчины,43.644717
2010,Нарынская область,Мужчины,43.939394
2011,Нарынская область,Мужчины,39.670659
2012,Нарынская область,Мужчины,45.857988
2013,Нарынская область,Мужчины,37.98393
2014,Нарынская область,Мужчины,40.433213
2015,Нарынская область,Мужчины,42.112777
2016,Нарынская область,Мужчины,30.324401
2017,Нарынская область,Мужчины,36.211699
2018,Нарынская область,Мужчины,37.190083
2019,Нарынская область,Мужчины,41.581459
2020,Нарынская область,Мужчины,20.9
2007,Нарынская область,Женщины,14.128728
2008,Нарынская область,Женщины,8.647799
2009,Нарынская область,Женщины,12.529366
2010,Нарынская область,Женщины,10.878011
2011,Нарынская область,Женщины,13.846154
2012,Нарынская область,Женщины,7.616146
2013,Нарынская область,Женщины,11.295181
2014,Нарынская область,Женщины,17.100372
2015,Нарынская область,Женщины,19.117647
2016,Нарынская область,Женщины,8.72093
2017,Нарынская область,Женщины,16.558675
2018,Нарынская область,Женщины,12.125535
2019,Нарынская область,Женщины,4.943503
2020,Нарынская область,Женщины,11.9
2007,Ошская область,,13.5
2008,Ошская область,,15.3
2009,Ошская область,,14.5
2010,Ошская область,,14.674493
2011,Ошская область,,14.745897
2012,Ошская область,,14.993537
2013,Ошская область,,14.326648
2014,Ошская область,,15.484721
2015,Ошская область,,12.379421
2016,Ошская область,,11.699121
2017,Ошская область,,11.761993
2018,Ошская область,,9.638554
2019,Ошская область,,11.660517
2020,Ошская область,,8.8
2007,Ошская область,Мужчины,20.213157
2008,Ошская область,Мужчины,25.42219
2009,Ошская область,Мужчины,22.174535
2010,Ошская область,Мужчины,22.245763
2011,Ошская область,Мужчины,23.709902
2012,Ошская область,Мужчины,23.442847
2013,Ошская область,Мужчины,23.084644
2014,Ошская область,Мужчины,24.677235
2015,Ошская область,Мужчины,17.697704
2016,Ошская область,Мужчины,17.74043
2017,Ошская область,Мужчины,16.291108
2018,Ошская область,Мужчины,14.309137
2019,Ошская область,Мужчины,19.562044
2020,Ошская область,Мужчины,14.0
2007,Ошская область,Женщины,6.721434
2008,Ошская область,Женщины,4.979712
2009,Ошская область,Женщины,6.723605
2010,Ошская область,Женщины,6.989247
2011,Ошская область,Женщины,5.656709
2012,Ошская область,Женщины,6.422496
2013,Ошская область,Женщины,5.434783
2014,Ошская область,Женщины,6.144138
2015,Ошская область,Женщины,6.971466
2016,Ошская область,Женщины,5.546751
2017,Ошская область,Женщины,7.142857
2018,Ошская область,Женщины,4.869883
2019,Ошская область,Женщины,3.58209
2020,Ошская область,Женщины,3.4
2007,Таласская область,,15.3
2008,Таласская область,,17.3
2009,Таласская область,,16.7
2010,Таласская область,,19.097222
2011,Таласская область,,24.400685
2012,Таласская область,,25.273799
2013,Таласская область,,23.198012
2014,Таласская область,,21.606196
2015,Таласская область,,16.044926
2016,Таласская область,,17.377567
2017,Таласская область,,15.564202
2018,Таласская область,,20.290965
2019,Таласская область,,13.187641
2020,Таласская область,,12.6
2007,Таласская область,Мужчины,21.563342
2008,Таласская область,Мужчины,26.642984
2009,Таласская область,Мужчины,25.438596
2010,Таласская область,Мужчины,29.437229
2011,Таласская область,Мужчины,38.363171
2012,Таласская область,Мужчины,41.038526
2013,Таласская область,Мужчины,35.390947
2014,Таласская область,Мужчины,36.407767
2015,Таласская область,Мужчины,23.847377
2016,Таласская область,Мужчины,26.583268
2017,Таласская область,Мужчины,27.734977
2018,Таласская область,Мужчины,29.545455
2019,Таласская область,Мужчины,20.119225
2020,Таласская область,Мужчины,20.6
2007,Таласская область,Женщины,8.976661
2008,Таласская область,Женщины,8.007117
2009,Таласская область,Женщины,7.922535
2010,Таласская область,Женщины,8.70322
2011,Таласская область,Женщины,10.318143
2012,Таласская область,Женщины,9.322034
2013,Таласская область,Женщины,10.842369
2014,Таласская область,Женщины,6.573541
2015,Таласская область,Женщины,8.097166
2016,Таласская область,Женщины,7.980846
2017,Таласская область,Женщины,3.144654
2018,Таласская область,Женщины,10.835913
2019,Таласская область,Женщины,6.097561
2020,Таласская область,Женщины,4.5
2007,Чуйская область,,31.0
2008,Чуйская область,,28.1
2009,Чуйская область,,23.2
2010,Чуйская область,,19.714145
2011,Чуйская область,,20.031758
2012,Чуйская область,,18.904275
2013,Чуйская область,,24.468085
2014,Чуйская область,,19.953596
2015,Чуйская область,,20.480146
2016,Чуйская область,,18.185875
2017,Чуйская область,,19.923372
2018,Чуйская область,,14.816405
2019,Чуйская область,,15.255129
2020,Чуйская область,,13.3
2007,Чуйская область,Мужчины,46.846847
2008,Чуйская область,Мужчины,43.123246
2009,Чуйская область,Мужчины,38.957754
2010,Чуйская область,Мужчины,29.588766
2011,Чуйская область,Мужчины,29.813665
2012,Чуйская область,Мужчины,29.116712
2013,Чуйская область,Мужчины,36.014406
2014,Чуйская область,Мужчины,29.688973
2015,Чуйская область,Мужчины,30.036969
2016,Чуйская область,Мужчины,26.959674
2017,Чуйская область,Мужчины,29.124055
2018,Чуйская область,Мужчины,20.71522
2019,Чуйская область,Мужчины,22.426314
2020,Чуйская область,Мужчины,21.0
2007,Чуйская область,Женщины,15.632754
2008,Чуйская область,Женщины,13.533465
2009,Чуйская область,Женщины,8.056641
2010,Чуйская область,Женщины,10.174419
2011,Чуйская область,Женщины,10.57184
2012,Чуйская область,Женщины,9.009009
2013,Чуйская область,Женщины,13.271246
2014,Чуйская область,Женщины,10.511883
2015,Чуйская область,Женщины,11.208249
2016,Чуйская область,Женщины,9.672455
2017,Чуйская область,Женщины,10.99849
2018,Чуйская область,Женщины,9.094755
2019,Чуйская область,Женщины,8.293593
2020,Чуйская область,Женщины,5.9
2007,г. Бишкек,,14.4
2008,г. Бишкек,,15.6
2009,г. Бишкек,,13.0
2010,г. Бишкек,,10.080881
2011,г. Бишкек,,9.226156
2012,г. Бишкек,,8.366309
2013,г. Бишкек,,11.490443
2014,г. Бишкек,,7.771182
2015,г. Бишкек,,9.072687
2016,г. Бишкек,,8.458841
2017,г. Бишкек,,8.575464
2018,г. Бишкек,,5.420321
2019,г. Бишкек,,8.552758
2020,г. Бишкек,,6.3
2007,г. Бишкек,Мужчины,21.047093
2008,г. Бишкек,Мужчины,21.892103
2009,г. Бишкек,Мужчины,19.784173
2010,г. Бишкек,Мужчины,14.650164
2011,г. Бишкек,Мужчины,12.416191
2012,г. Бишкек,Мужчины,11.916342
2013,г. Бишкек,Мужчины,16.8566
2014,г. Бишкек,Мужчины,10.655548
2015,г. Бишкек,Мужчины,13.110307
2016,г. Бишкек,Мужчины,10.154525
2017,г. Бишкек,Мужчины,13.805004
2018,г. Бишкек,Мужчины,7.789474
2019,г. Бишкек,Мужчины,12.297602
2020,г. Бишкек,Мужчины,8.8
2007,г. Бишкек,Женщины,8.683729
2008,г. Бишкек,Женщины,10.144274
2009,г. Бишкек,Женщины,7.106374
2010,г. Бишкек,Женщины,6.124234
2011,г. Бишкек,Женщины,6.459948
2012,г. Бишкек,Женщины,5.282062
2013,г. Бишкек,Женщины,6.819591
2014,г. Бишкек,Женщины,5.254648
2015,г. Бишкек,Женщины,5.53907
2016,г. Бишкек,Женщины,6.97134
2017,г. Бишкек,Женщины,3.980288
2018,г. Бишкек,Женщины,3.335186
2019,г. Бишкек,Женщины,5.246969
2020,г. Бишкек,Женщины,4.1
2007,г. Ош,,17.2
2008,г. Ош,,16.7
2009,г. Ош,,15.5
2010,г. Ош,,14.368932
2011,г. Ош,,12.900704
2012,г. Ош,,9.686168
2013,г. Ош,,12.17656
2014,г. Ош,,10.45947
2015,г. Ош,,12.454212
2016,г. Ош,,10.043042
2017,г. Ош,,7.708479
2018,г. Ош,,6.120367
2019,г. Ош,,7.843137
2020,г. Ош,,6.0
2007,г. Ош,Мужчины,26.037429
2008,г. Ош,Мужчины,23.481781
2009,г. Ош,Мужчины,22.544283
2010,г. Ош,Мужчины,21.84466
2011,г. Ош,Мужчины,18.760196
2012,г. Ош,Мужчины,14.53958
2013,г. Ош,Мужчины,15.835313
2014,г. Ош,Мужчины,13.188518
2015,г. Ош,Мужчины,20.516717
2016,г. Ош,Мужчины,12.630015
2017,г. Ош,Мужчины,12.327774
2018,г. Ош,Мужчины,9.831461
2019,г. Ош,Мужчины,12.811868
2020,г. Ош,Мужчины,8.4
2007,г. Ош,Женщины,8.995502
2008,г. Ош,Женщины,10.447761
2009,г. Ош,Женщины,8.928571
2010,г. Ош,Женщины,7.46826
2011,г. Ош,Женщины,7.507508
2012,г. Ош,Женщины,5.212211
2013,г. Ош,Женщины,8.791209
2014,г. Ош,Женщины,7.925072
2015,г. Ош,Женщины,4.950495
2016,г. Ош,Женщины,7.628294
2017,г. Ош,Женщины,3.389831
2018,г. Ош,Женщины,2.636783
2019,г. Ош,Женщины,3.170577
2020,г. Ош,Женщины,3.7
