Year,Reference area,Sex,GeoCode,Value
2020,Talas,Male,KG07,0.751258
2021,Talas,Male,KG07,2.179266
2007,Chui,,KG08,12.255614
2008,Chui,,KG08,13.153626
2009,Chui,,KG08,11.182041
2010,Chui,,KG08,6.530648
2011,Chui,,KG08,10.259855
2012,Chui,,KG08,8.790298
2013,Chui,,KG08,6.6
2014,Chui,,KG08,6.5
2015,Chui,,KG08,5.8
2016,Chui,,KG08,5.4
2017,Chui,,KG08,4.8
2018,Chui,,KG08,6.334346
2019,Chui,,KG08,5.049926
2020,Chui,,KG08,2.894254
2021,Chui,,KG08,1.530289
2007,Chui,Female,KG08,9.181073
2008,Chui,Female,KG08,8.612184
2009,Chui,Female,KG08,7.080216
2010,Chui,Female,KG08,6.056436
2011,Chui,Female,KG08,8.891004
2012,Chui,Female,KG08,7.112005
2013,Chui,Female,KG08,6.3
2014,Chui,Female,KG08,3.9
2015,Chui,Female,KG08,4.7
2016,Chui,Female,KG08,4.2
2017,Chui,Female,KG08,2.6
2018,Chui,Female,KG08,4.864719
2019,Chui,Female,KG08,3.731746
2020,Chui,Female,KG08,2.728983
2021,Chui,Female,KG08,0.803516
2007,Chui,Male,KG08,15.445168
2008,Chui,Male,KG08,17.863614
2009,Chui,Male,KG08,15.432489
2010,Chui,Male,KG08,7.021521
2011,Chui,Male,KG08,11.674872
2012,Chui,Male,KG08,10.522735
2013,Chui,Male,KG08,7.0
2014,Chui,Male,KG08,9.2
2015,Chui,Male,KG08,6.9
2016,Chui,Male,KG08,6.6
2017,Chui,Male,KG08,7.1
2018,Chui,Male,KG08,7.849328
2019,Chui,Male,KG08,6.408052
2020,Chui,Male,KG08,3.054579
2021,Chui,Male,KG08,2.280289
2007,Bishkek (city),,KG11,19.444499
2008,Bishkek (city),,KG11,16.559633
2009,Bishkek (city),,KG11,18.582512
2010,Bishkek (city),,KG11,17.465079
2011,Bishkek (city),,KG11,16.607541
2012,Bishkek (city),,KG11,17.864088
2013,Bishkek (city),,KG11,10.1
2014,Bishkek (city),,KG11,9.5
2015,Bishkek (city),,KG11,7.9
2016,Bishkek (city),,KG11,10.1
2017,Bishkek (city),,KG11,10.1
2018,Bishkek (city),,KG11,8.968212
2019,Bishkek (city),,KG11,5.189414
2020,Bishkek (city),,KG11,3.947387
2021,Bishkek (city),,KG11,2.301473
2007,Bishkek (city),Female,KG11,15.310366
2008,Bishkek (city),Female,KG11,11.046411
2009,Bishkek (city),Female,KG11,10.882674
2010,Bishkek (city),Female,KG11,9.84267
2011,Bishkek (city),Female,KG11,10.76723
2012,Bishkek (city),Female,KG11,7.817766
2013,Bishkek (city),Female,KG11,7.4
2014,Bishkek (city),Female,KG11,7.1
2015,Bishkek (city),Female,KG11,4.6
2016,Bishkek (city),Female,KG11,7.0
2017,Bishkek (city),Female,KG11,7.6
2018,Bishkek (city),Female,KG11,5.929539
2019,Bishkek (city),Female,KG11,2.894948
2020,Bishkek (city),Female,KG11,3.60312
2021,Bishkek (city),Female,KG11,1.735831
2007,Bishkek (city),Male,KG11,24.204157
2008,Bishkek (city),Male,KG11,22.932791
2009,Bishkek (city),Male,KG11,27.489325
2010,Bishkek (city),Male,KG11,26.266739
2011,Bishkek (city),Male,KG11,23.342207
2012,Bishkek (city),Male,KG11,29.427859
2013,Bishkek (city),Male,KG11,13.1
2014,Bishkek (city),Male,KG11,12.3
2015,Bishkek (city),Male,KG11,11.8
2016,Bishkek (city),Male,KG11,13.7
2017,Bishkek (city),Male,KG11,12.9
2018,Bishkek (city),Male,KG11,12.420425
2019,Bishkek (city),Male,KG11,7.788593
2020,Bishkek (city),Male,KG11,4.252092
2021,Bishkek (city),Male,KG11,2.940208
2007,Osh (city),,KG21,40.964579
2008,Osh (city),,KG21,24.854562
2009,Osh (city),,KG21,23.592385
2010,Osh (city),,KG21,13.593447
2011,Osh (city),,KG21,19.152071
2012,Osh (city),,KG21,29.440248
2013,Osh (city),,KG21,21.3
2014,Osh (city),,KG21,24.7
2015,Osh (city),,KG21,22.3
2016,Osh (city),,KG21,14.0
2017,Osh (city),,KG21,4.9
2018,Osh (city),,KG21,7.479508
2019,Osh (city),,KG21,4.575268
2020,Osh (city),,KG21,0.0
2021,Osh (city),,KG21,1.219899
2007,Osh (city),Female,KG21,35.243744
2008,Osh (city),Female,KG21,19.402116
2009,Osh (city),Female,KG21,14.139324
2010,Osh (city),Female,KG21,11.947431
2011,Osh (city),Female,KG21,11.255262
2012,Osh (city),Female,KG21,20.837209
2013,Osh (city),Female,KG21,12.4
2014,Osh (city),Female,KG21,20.9
2015,Osh (city),Female,KG21,14.9
2016,Osh (city),Female,KG21,12.5
2017,Osh (city),Female,KG21,4.1
2018,Osh (city),Female,KG21,3.953533
2019,Osh (city),Female,KG21,2.537202
2020,Osh (city),Female,KG21,0.0
2021,Osh (city),Female,KG21,1.187832
2007,Osh (city),Male,KG21,47.169044
2008,Osh (city),Male,KG21,30.771224
2009,Osh (city),Male,KG21,33.821599
2010,Osh (city),Male,KG21,15.377518
2011,Osh (city),Male,KG21,27.737893
2012,Osh (city),Male,KG21,38.780044
2013,Osh (city),Male,KG21,30.9
2014,Osh (city),Male,KG21,28.7
2015,Osh (city),Male,KG21,30.4
2016,Osh (city),Male,KG21,15.6
2017,Osh (city),Male,KG21,5.8
2018,Osh (city),Male,KG21,11.238007
2019,Osh (city),Male,KG21,6.741316
2020,Osh (city),Male,KG21,0.0
2021,Osh (city),Male,KG21,1.253746
